"dir_parent","dir_file","dir_id","dir_url"
"qc","deaths-time-series-by-living-environment","1Pb1yqZsQsq40EBH0MVPGIJtS_Uoe1Fj2","https://drive.google.com/drive/folders/1Pb1yqZsQsq40EBH0MVPGIJtS_Uoe1Fj2"
"qc","montreal-cases-and-deaths-by-age-group","1C8Ss53ZAMB0wsMR_lUoVAY5E_u3D49Rm","https://drive.google.com/drive/folders/1C8Ss53ZAMB0wsMR_lUoVAY5E_u3D49Rm"
"qc","montreal-cases-and-deaths-by-ciusss","1uamAn7K3n6WSIxiX9eGC6y63zPItMJAU","https://drive.google.com/drive/folders/1uamAn7K3n6WSIxiX9eGC6y63zPItMJAU"
"qc","montreal-cases-and-deaths-by-sex","1Lmo64ITgPBcDhsYqM7s7J2xyGlTfLpj8","https://drive.google.com/drive/folders/1Lmo64ITgPBcDhsYqM7s7J2xyGlTfLpj8"
"qc","montreal-cases-by-area","1pLFw7YV4MjmvYT0D5NfGRcbHyShYyvzV","https://drive.google.com/drive/folders/1pLFw7YV4MjmvYT0D5NfGRcbHyShYyvzV"
"qc","montreal-epidemic-curve","1kF-aOahhGJzAyZv0KAlwyi_l-HPoaETi","https://drive.google.com/drive/folders/1kF-aOahhGJzAyZv0KAlwyi_l-HPoaETi"
"qc","outbreaks-by-setting","1tz41XR2Y0ToSW4fAFU5qf7HP3E4u3AFw","https://drive.google.com/drive/folders/1tz41XR2Y0ToSW4fAFU5qf7HP3E4u3AFw"
"qc","outbreaks-by-setting-en","1p4EFQ_r4x4wjp76zOwlW9gD7-3sKX4z4","https://drive.google.com/drive/folders/1p4EFQ_r4x4wjp76zOwlW9gD7-3sKX4z4"
"qc","qc-vaccination-webpage-en","1h-b5MPDH3BpwP2mFdZfagrWx1x704AMR","https://drive.google.com/drive/folders/1h-b5MPDH3BpwP2mFdZfagrWx1x704AMR"
"qc","qc-vaccination-webpage-fr","1DXrSwretQqG8RU-Dzhd-eODxCjlEnIIk","https://drive.google.com/drive/folders/1DXrSwretQqG8RU-Dzhd-eODxCjlEnIIk"
"qc","qc-webpage-en","1dpolshJwFvHWZQxOG58LY-l0pztntYdi","https://drive.google.com/drive/folders/1dpolshJwFvHWZQxOG58LY-l0pztntYdi"
"qc","qc-webpage-fr","1nQvnGfZdxIkhibJZHyp4ahbn27q_z3ll","https://drive.google.com/drive/folders/1nQvnGfZdxIkhibJZHyp4ahbn27q_z3ll"
"qc","recent-daily-cases-by-region","1_HAaI1p-gB7cEOKNXOo2-A-TaBiD79WB","https://drive.google.com/drive/folders/1_HAaI1p-gB7cEOKNXOo2-A-TaBiD79WB"
"qc","recent-daily-cases-by-region-en","18sAMq1Rv5NkxJPUP__Kc4uUWkvllHoAR","https://drive.google.com/drive/folders/18sAMq1Rv5NkxJPUP__Kc4uUWkvllHoAR"
"qc","schools-highlights","1HtX-WTyzqo1FICQfJ08N0fTlPeJOMU_H","https://drive.google.com/drive/folders/1HtX-WTyzqo1FICQfJ08N0fTlPeJOMU_H"
"qc","schools-list-of-schools","10CgT6m9BXmE4oeyNgNh3fm0ix1fvLuD2","https://drive.google.com/drive/folders/10CgT6m9BXmE4oeyNgNh3fm0ix1fvLuD2"
"qc","situation-in-quebec","1en-wC4O6X6CGKJjBWuyqcP9NRT9O8D61","https://drive.google.com/drive/folders/1en-wC4O6X6CGKJjBWuyqcP9NRT9O8D61"
"qc","status-report-cases-and-deaths-by-chsld","15uQXy5cVSBYePYA5kb0-S7tIZ_ylCYF9","https://drive.google.com/drive/folders/15uQXy5cVSBYePYA5kb0-S7tIZ_ylCYF9"
"qc","status-report-cases-and-deaths-by-rpa","1nkDpCrXj6Y9Qc-E2fWzRznZx97HXAE6Y","https://drive.google.com/drive/folders/1nkDpCrXj6Y9Qc-E2fWzRznZx97HXAE6Y"
"qc","summary-by-region","1uUZjV0sxOEoMZSQj-PFArGwhEvIrspDq","https://drive.google.com/drive/folders/1uUZjV0sxOEoMZSQj-PFArGwhEvIrspDq"
"qc","vaccine-doses-admin-by-rss","1-ileQelY2aoJFcCSJSu3JG6bZrGWFFbS","https://drive.google.com/drive/folders/1-ileQelY2aoJFcCSJSu3JG6bZrGWFFbS"
"qc","vaccine-doses-admin-by-rss-en","1MWPkSGMfOMGqJNNv7LEJzWA1AAB3h3yI","https://drive.google.com/drive/folders/1MWPkSGMfOMGqJNNv7LEJzWA1AAB3h3yI"
"qc","vaccine-doses-received-7-days","1z-N_RuVWOqKO3pyCM8skkdhf_tkapPPE","https://drive.google.com/drive/folders/1z-N_RuVWOqKO3pyCM8skkdhf_tkapPPE"
"sk","cases-by-region","1BKhWul6Vo2FZXK5dVmn9frIaMicFLfzD","https://drive.google.com/drive/folders/1BKhWul6Vo2FZXK5dVmn9frIaMicFLfzD"
"sk","cases-by-region-webpage","1m7_t1qB0x-yVpOb6e1Rzfk5uUQ6iFmqO","https://drive.google.com/drive/folders/1m7_t1qB0x-yVpOb6e1Rzfk5uUQ6iFmqO"
"sk","tests-by-region","1iOdc5ij_1xWNrkwWWe1qwbW3GM5wbq1Y","https://drive.google.com/drive/folders/1iOdc5ij_1xWNrkwWWe1qwbW3GM5wbq1Y"
"sk","tests-by-region-webpage","1ixZJWXkMMV3Mftb51_sRGtGwJ3RV-QXX","https://drive.google.com/drive/folders/1ixZJWXkMMV3Mftb51_sRGtGwJ3RV-QXX"
"yt","yukon-case-counts-webpage","1NSTT2mi_oGQNxU0iL5zBAGj51E5xrAEo","https://drive.google.com/drive/folders/1NSTT2mi_oGQNxU0iL5zBAGj51E5xrAEo"
"yt","yukon-current-situation-webpage","1a6XY7QavteiB2QBd4zMdFVWl08j0k83b","https://drive.google.com/drive/folders/1a6XY7QavteiB2QBd4zMdFVWl08j0k83b"
