"","Region name","School status","Schools details"
"113","I.d. No. 12 (Jasper National Park)","Open","No schools listed in this geography."
"114","I.d. No. 13 (Elk Island)","Open","No schools listed in this geography."
"115","I.d. No. 24 (Wood Buffalo)","Open","No school status to report"
"116","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"117","I.d. No. 349","Open","No schools listed in this geography."
"118","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"119","I.d. No. 9 (Banff)","Open","No school status to report"
"120","Kananaskis Improvement District","Open","No schools listed in this geography."
"121","Kneehill County","Open","No school status to report"
"122","Lac La Biche County","Open","No school status to report"
"123","Lac Ste. Anne County","Open","No school status to report"
"124","Lacombe County","Open","No school status to report"
"125","Lamont County","Open","No school status to report"
"126","Leduc County","Open","No school status to report"
"127","Lethbridge County","Open","No school status to report"
"128","Mackenzie County","Open","No school status to report"
"129","Mountain View County","Open","No school status to report"
"130","Municipal District Of Acadia No. 34","Open","No school status to report"
"131","Municipal District Of Bighorn No. 8","Open","No school status to report"
"132","Municipal District Of Bonnyville No. 87","Open","No school status to report"
"133","Municipal District Of Fairview No. 136","Open","No school status to report"
"134","Municipal District Of Greenview No. 16","Open","No school status to report"
"135","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"136","Municipal District Of Opportunity No. 17","Open","No school status to report"
"137","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
"138","Municipal District Of Provost No. 52","Open","No school status to report"
"139","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"140","Municipal District Of Smoky River No. 130","Open","No school status to report"
"141","Municipal District Of Spirit River No. 133","Open","No school status to report"
"142","Municipal District Of Taber","Open","No school status to report"
"143","Municipal District Of Wainwright No. 61","Open","No school status to report"
"144","Municipal District Of Willow Creek No. 26","Open","No school status to report"
"145","Municipality Of Crowsnest Pass","Open","No school status to report"
"146","Municipality Of Jasper","Open","No school status to report"
"147","Northern Sunrise County","Open","No school status to report"
"148","Parkland County","Open","No school status to report"
"149","Ponoka County","Open","No school status to report"
"150","Red Deer County","Open","No school status to report"
"151","Rocky View County","Open","No school status to report"
"152","Saddle Hills County","Open","No school status to report"
"153","Smoky Lake County","Open","No school status to report"
"154","Special Areas No. 2","Open","No school status to report"
"155","Special Areas No. 3","Open","No school status to report"
"156","Special Areas No. 4","Open","No school status to report"
"157","Starland County","Open","No school status to report"
"158","Sturgeon County","Open","No school status to report"
"159","Thorhild County","Open","No school status to report"
"160","Town Of Canmore","Open","No school status to report"
"161","Town Of Drumheller","Open","No school status to report"
"162","Town Of High River","Open","No school status to report"
"163","Town Of Hinton","Open","No school status to report"
"164","Town Of Morinville","Open","No school status to report"
"165","Town Of Olds","Open","No school status to report"
"166","Town Of Stony Plain","Open","No school status to report"
"167","Town Of Strathmore","Open","No school status to report"
"168","Town Of Sylvan Lake","Open","No school status to report"
"169","Town Of Whitecourt","Open","No school status to report"
"170","Vulcan County","Open","No school status to report"
"171","Westlock County","Open","No school status to report"
"172","Wheatland County","Open","No school status to report"
"173","Woodlands County","Open","No school status to report"
"174","Yellowhead County","Open","No school status to report"
