"","Region name","School status","Schools details"
"103","Town Of Morinville","Open","No school status to report"
"104","Town Of Okotoks","Open","No school status to report"
"105","Town Of Olds","Open","No school status to report"
"106","Town Of Stony Plain","Open","No school status to report"
"107","Town Of Strathmore","Open","No school status to report"
"108","Town Of Sylvan Lake","Open","No school status to report"
"109","Town Of Whitecourt","Open","No school status to report"
"110","Vulcan County","Open","No school status to report"
"111","Westlock County","Open","No school status to report"
"112","Wheatland County","Open","No school status to report"
"113","Woodlands County","Open","No school status to report"
"114","Yellowhead County","Open","No school status to report"
