"","Region name","School status","Schools details"
"1","City Of Airdrie","Watch","Northcott Prairie School"
"2","City Of Airdrie","Watch","Herons Crossing School"
"3","City Of Airdrie","Watch","George McDougall High School"
"4","City Of Airdrie","Watch","Bert Church High School"
"5","City Of Airdrie","Watch","Windsong Heights School"
"6","City Of Brooks","Watch","Eastbrook Elementary School"
"7","City Of Calgary","Watch","Lester B. Pearson High School"
"8","City Of Calgary","Watch","Nelson Mandela High School"
"9","City Of Calgary","Watch","Central Memorial High School"
"10","City Of Calgary","Watch","Ecole de la Rose Sauvage"
"11","City Of Calgary","Watch","John G Diefenbaker High School"
"12","City Of Calgary","Watch","Father Lacombe School"
"13","City Of Calgary","Watch","Calgary French & International School"
"14","City Of Calgary","Watch","St. Francis High School"
"15","City Of Calgary","Watch","Bishop McNally High School"
"16","City Of Calgary","Watch","Crossing Park School"
"17","City Of Calgary","Watch","St. Mary's High School"
"18","City Of Calgary","Watch","All Saints School"
"19","City Of Calgary","Watch","Northeast Elementary Campus"
"20","City Of Calgary","Watch","Sir Winston Churchill High School"
"21","City Of Calgary","Watch","Western Canada High School"
"22","City Of Calgary","Watch","Manmeet Singh Bhullar School"
"23","City Of Calgary","Watch","Nose Creek School"
"24","City Of Calgary","Watch","Ernest Manning High School"
"25","City Of Calgary","Watch","Joane Cardinal-Schubert High School"
"26","City Of Calgary","Watch","Bishop O'Byrne High School"
"27","City Of Calgary","Watch","St. Augustine Elementary Junior High School"
"28","City Of Calgary","Watch","Henry Wise Wood High School"
"29","City Of Calgary","Watch","Centennial High School"
"30","City Of Calgary","Watch","Robert Thirsk School"
"31","City Of Calgary","Watch","Fairview School"
"32","City Of Calgary","Watch","Crescent Heights High School"
"33","City Of Calgary","Watch","St. Bede Elementary School"
"34","City Of Calgary","Watch","St. Gerard Bilingual School"
"35","City Of Calgary","Watch","Almadina Language Charter Academy Ogden Campus"
"36","City Of Calgary","Watch","Notre Dame High School"
"37","City Of Calgary","Watch","Chinook Park School"
"38","City Of Chestermere","Watch","Chestermere Lake Middle School"
"39","City Of Edmonton","Watch","Harry Ainlay School"
"40","City Of Edmonton","Watch","St. Francis Xavier"
"41","City Of Edmonton","Watch","Archbishop O'Leary"
"42","City Of Edmonton","Watch","Queen Elizabeth School"
"43","City Of Edmonton","Watch","Ross Sheppard High School"
"44","City Of Edmonton","Watch","St. Matthew"
"45","City Of Edmonton","Watch","St. Joseph"
"46","City Of Edmonton","Watch","Edmonton Islamic Academy"
"47","City Of Edmonton","Watch","Evansdale School"
"48","City Of Edmonton","Watch","Jasper Place School"
"49","City Of Edmonton","Watch","M. E. LaZerte School"
"50","City Of Edmonton","Watch","St. John Bosco"
"51","City Of Edmonton","Watch","Victoria School"
"52","City Of Edmonton","Watch","Londonderry School"
"53","City Of Edmonton","Watch","Kate Chegwin School"
"54","City Of Edmonton","Watch","Glengarry School"
"55","City Of Edmonton","Watch","Michael A Kostek Elementary School"
"56","City Of Edmonton","Watch","Killarney School"
"57","City Of Edmonton","Watch","Hilwie Hamdon School"
"58","City Of Edmonton","Watch","Mary Hanley"
"59","City Of Edmonton","Watch","St. Edmund"
"60","City Of Edmonton","Watch","A. Blair McPherson School"
"61","City Of Edmonton","Watch","York School"
"62","City Of Fort Saskatchewan","Watch","Fort Saskatchewan High School"
"63","City Of Grande Prairie","Watch","St. John Paul II Catholic School / Faculte St. Jean-Paul II"
"64","City Of Grande Prairie","Watch","Charles Spencer High School"
"65","City Of Lethbridge","Watch","Winston Churchill High School"
"66","City Of Lethbridge","Watch","Catholic Central High School"
"67","City Of Red Deer","Watch","Lindsay Thurber Comprehensive High School"
"68","City Of St. Albert","Watch","Elmer S Gish School"
"69","City Of St. Albert","Watch","Bellerose Composite High School"
"70","City Of St. Albert","Watch","Lois E. Hole Elementary School"
"71","City Of St. Albert","Watch","Ecole Alexandre-Tache"
"72","County Of Grande Prairie No. 1","Watch","Whispering Ridge Community School"
"73","County Of Wetaskiwin No. 10","Watch","Buck Mountain Central School"
"74","Lethbridge County","Watch","St. Catherine's School"
"75","Lethbridge County","Watch","Kate Andrews High School"
"76","Municipal District Of Peace No. 135","Watch","Glenmary School"
"77","Municipal District Of Taber","Watch","W. R. Myers High School"
"78","Regional Municipality Of Wood Buffalo","Watch","Father Patrick Mercredi Community School"
"79","Strathcona County","Watch","Archbishop Jordan Catholic High School"
"80","Town Of Cochrane","Watch","RancheView School"
"81","Town Of Morinville","Watch","Four Winds Public School"
"82","Town Of Okotoks","Watch","Foothills Composite High School"
"83","Town Of Stony Plain","Watch","Memorial Composite High School"
"84","Town Of Sylvan Lake","Watch","Ecole H.J. Cody High School"
"85","Camrose County","Open (Outbreak, 2-4 cases)","Bashaw School"
"86","City Of Airdrie","Open (Outbreak, 2-4 cases)","Meadowbrook School"
"87","City Of Airdrie","Open (Outbreak, 2-4 cases)","C.W. Perry School"
"88","City Of Airdrie","Open (Outbreak, 2-4 cases)","St. Martin De Porres High School"
"89","City Of Airdrie","Open (Outbreak, 2-4 cases)","W.H. Croxford High School"
"90","City Of Brooks","Open (Outbreak, 2-4 cases)","Brooks Junior High School"
"91","City Of Calgary","Open (Outbreak, 2-4 cases)","Chief Justice Milvain School"
"92","City Of Calgary","Open (Outbreak, 2-4 cases)","Woodman School"
"93","City Of Calgary","Open (Outbreak, 2-4 cases)","Gobind Sarvar School"
"94","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Jerome Elementary School"
"95","City Of Calgary","Open (Outbreak, 2-4 cases)","Ascension of Our Lord"
"96","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Joan of Arc Elementary/Junior High School"
"97","City Of Calgary","Open (Outbreak, 2-4 cases)","Panorama Hills School"
"98","City Of Calgary","Open (Outbreak, 2-4 cases)","Jennie Elliott School"
"99","City Of Calgary","Open (Outbreak, 2-4 cases)","Our Lady of Peace Elementary Junior High School"
"100","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Jean Brebeuf School"
"101","City Of Calgary","Open (Outbreak, 2-4 cases)","Renfrew Educational Services-Janice McTighe Centre"
"102","City Of Calgary","Open (Outbreak, 2-4 cases)","Hillhurst School"
"103","City Of Calgary","Open (Outbreak, 2-4 cases)","FFCA High School Campus"
"104","City Of Calgary","Open (Outbreak, 2-4 cases)","Dr. George Stanley School"
"105","City Of Calgary","Open (Outbreak, 2-4 cases)","James Fowler High School"
"106","City Of Calgary","Open (Outbreak, 2-4 cases)","Mother Mary Greene School"
"107","City Of Calgary","Open (Outbreak, 2-4 cases)","Balmoral School"
"108","City Of Calgary","Open (Outbreak, 2-4 cases)","Kenneth D. Taylor School"
"109","City Of Calgary","Open (Outbreak, 2-4 cases)","Hugh A. Bennett School"
"110","City Of Calgary","Open (Outbreak, 2-4 cases)","Midsun School"
"111","City Of Calgary","Open (Outbreak, 2-4 cases)","Thomas B Riley School"
"112","City Of Calgary","Open (Outbreak, 2-4 cases)","Calgary Islamic School Omar Bin Al-Khattab Campus"
"113","City Of Calgary","Open (Outbreak, 2-4 cases)","Jack James High School"
"114","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Dominic School"
"115","City Of Calgary","Open (Outbreak, 2-4 cases)","Ted Harrison School"
"116","City Of Calgary","Open (Outbreak, 2-4 cases)","Cranston School"
"117","City Of Calgary","Open (Outbreak, 2-4 cases)","Taradale School"
"118","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Alphonsus Elementary Junior High School"
"119","City Of Calgary","Open (Outbreak, 2-4 cases)","Dr. E. P. Scarlett High School"
"120","City Of Calgary","Open (Outbreak, 2-4 cases)","Christine Meikle School"
"121","City Of Calgary","Open (Outbreak, 2-4 cases)","Captain John Palliser School"
"122","City Of Calgary","Open (Outbreak, 2-4 cases)","Apostles of Jesus"
"123","City Of Calgary","Open (Outbreak, 2-4 cases)","Falconridge School"
"124","City Of Calgary","Open (Outbreak, 2-4 cases)","Rundle College Elementary School"
"125","City Of Calgary","Open (Outbreak, 2-4 cases)","Louise Dean School"
"126","City Of Calgary","Open (Outbreak, 2-4 cases)","Forest Lawn High School"
"127","City Of Calgary","Open (Outbreak, 2-4 cases)","Colonel J. Fred Scott School"
"128","City Of Camrose","Open (Outbreak, 2-4 cases)","Charlie Killam School"
"129","City Of Edmonton","Open (Outbreak, 2-4 cases)","J. J. Bowlen"
"130","City Of Edmonton","Open (Outbreak, 2-4 cases)","W P Wagner School"
"131","City Of Edmonton","Open (Outbreak, 2-4 cases)","McLeod School"
"132","City Of Edmonton","Open (Outbreak, 2-4 cases)","S Bruce Smith School"
"133","City Of Edmonton","Open (Outbreak, 2-4 cases)","Jan Reimer School"
"134","City Of Edmonton","Open (Outbreak, 2-4 cases)","Cardinal Leger"
"135","City Of Edmonton","Open (Outbreak, 2-4 cases)","Elizabeth Finch School"
"136","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Philip"
"137","City Of Edmonton","Open (Outbreak, 2-4 cases)","Overlanders School"
"138","City Of Edmonton","Open (Outbreak, 2-4 cases)","Nebula Academy"
"139","City Of Edmonton","Open (Outbreak, 2-4 cases)","Mee-Yah-Noh School"
"140","City Of Edmonton","Open (Outbreak, 2-4 cases)","Greenview School"
"141","City Of Edmonton","Open (Outbreak, 2-4 cases)","J H Picard"
"142","City Of Edmonton","Open (Outbreak, 2-4 cases)","John Barnett School"
"143","City Of Edmonton","Open (Outbreak, 2-4 cases)","Delwood School"
"144","City Of Edmonton","Open (Outbreak, 2-4 cases)","Kensington School"
"145","City Of Edmonton","Open (Outbreak, 2-4 cases)","Mary Butterworth School"
"146","City Of Edmonton","Open (Outbreak, 2-4 cases)","Velma E. Baker School"
"147","City Of Edmonton","Open (Outbreak, 2-4 cases)","Lendrum School"
"148","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. John XXIII School"
"149","City Of Edmonton","Open (Outbreak, 2-4 cases)","Grandin School"
"150","City Of Edmonton","Open (Outbreak, 2-4 cases)","Constable Daniel Woodall School"
"151","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","Peace Wapiti Academy"
"152","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","St. Joseph Catholic High School"
"153","City Of Leduc","Open (Outbreak, 2-4 cases)","Leduc Composite High School"
"154","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Gilbert Paterson Middle School"
"155","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Chinook High School"
"156","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Senator Joyce Fairbairn Middle School"
"157","City Of Medicine Hat","Open (Outbreak, 2-4 cases)","Prairie Mennonite Alternative School"
"158","City Of Medicine Hat","Open (Outbreak, 2-4 cases)","Medicine Hat High School"
"159","City Of Red Deer","Open (Outbreak, 2-4 cases)","Central Middle School"
"160","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","Copperhaven School"
"161","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","Spruce Grove Composite High School"
"162","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","St. Peter the Apostle Catholic High School"
"163","City Of St. Albert","Open (Outbreak, 2-4 cases)","Muriel Martin Elementary School"
"164","City Of St. Albert","Open (Outbreak, 2-4 cases)","Sir George Simpson Junior High"
"165","City Of St. Albert","Open (Outbreak, 2-4 cases)","Vital Grandin Catholic School"
"166","City Of St. Albert","Open (Outbreak, 2-4 cases)","William D Cuts School"
"167","City Of St. Albert","Open (Outbreak, 2-4 cases)","Paul Kane High School"
"168","City Of St. Albert","Open (Outbreak, 2-4 cases)","Lorne Akins Junior High School"
"169","City Of Wetaskiwin","Open (Outbreak, 2-4 cases)","Wetaskiwin Composite High School"
"170","County Of Forty Mile No. 8","Open (Outbreak, 2-4 cases)","Burdett School"
"171","County Of Newell","Open (Outbreak, 2-4 cases)","Duchess School"
"172","County Of Newell","Open (Outbreak, 2-4 cases)","Bassano School"
"173","Foothills County","Open (Outbreak, 2-4 cases)","Oilfields High School"
"174","Lamont County","Open (Outbreak, 2-4 cases)","Mundare School"
"175","Leduc County","Open (Outbreak, 2-4 cases)","New Sarepta Elementary School"
"176","Lethbridge County","Open (Outbreak, 2-4 cases)","Barons School"
"177","Municipal District Of Greenview No. 16","Open (Outbreak, 2-4 cases)","Sheldon Coates Elementary School"
"178","Municipal District Of Taber","Open (Outbreak, 2-4 cases)","Taber Christian School Alternative Program"
"179","Municipal District Of Taber","Open (Outbreak, 2-4 cases)","Taber Central School"
"180","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Holy Trinity High School"
"181","Rocky View County","Open (Outbreak, 2-4 cases)","Chestermere High School"
"182","Rocky View County","Open (Outbreak, 2-4 cases)","Edge School"
"183","Strathcona County","Open (Outbreak, 2-4 cases)","Strathcona Christian Academy"
"184","Strathcona County","Open (Outbreak, 2-4 cases)","Clover Bar Junior High School"
"185","Strathcona County","Open (Outbreak, 2-4 cases)","Lakeland Ridge School"
"186","Sturgeon County","Open (Outbreak, 2-4 cases)","Gibbons School"
"187","Town Of Cochrane","Open (Outbreak, 2-4 cases)","Cochrane High School"
"188","Town Of Stony Plain","Open (Outbreak, 2-4 cases)","Connections for Learning"
"189","Town Of Whitecourt","Open (Outbreak, 2-4 cases)","Percy Baxter Middle School"
"190","Westlock County","Open (Outbreak, 2-4 cases)","St. Mary Catholic School"
"191","Athabasca County","Open","No school status to report"
"192","Beaver County","Open","No school status to report"
"193","Big Lakes County","Open","No school status to report"
"194","Birch Hills County","Open","No school status to report"
"195","Brazeau County","Open","No school status to report"
"196","Cardston County","Open","No school status to report"
"197","City Of Beaumont","Open","No school status to report"
"198","City Of Cold Lake","Open","No school status to report"
"199","City Of Lacombe","Open","No school status to report"
"200","City Of Lloydminster","Open","No school status to report"
"201","Clear Hills County","Open","No school status to report"
"202","Clearwater County","Open","No school status to report"
"203","County Of Barrhead No. 11","Open","No school status to report"
"204","County Of Minburn No. 27","Open","No school status to report"
"205","County Of Northern Lights","Open","No school status to report"
"206","County Of Paintearth No. 18","Open","No school status to report"
"207","County Of St. Paul No. 19","Open","No school status to report"
"208","County Of Stettler No. 6","Open","No school status to report"
"209","County Of Two Hills No. 21","Open","No school status to report"
"210","County Of Vermilion River","Open","No school status to report"
"211","County Of Warner No. 5","Open","No school status to report"
"212","Cypress County","Open","No school status to report"
"213","Flagstaff County","Open","No school status to report"
"214","I.d. No. 12 (Jasper National Park)","Open","No schools listed in this geography."
"215","I.d. No. 13 (Elk Island)","Open","No schools listed in this geography."
"216","I.d. No. 24 (Wood Buffalo)","Open","No school status to report"
"217","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"218","I.d. No. 349","Open","No schools listed in this geography."
"219","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"220","I.d. No. 9 (Banff)","Open","No school status to report"
"221","Kananaskis Improvement District","Open","No schools listed in this geography."
"222","Kneehill County","Open","No school status to report"
"223","Lac La Biche County","Open","No school status to report"
"224","Lac Ste. Anne County","Open","No school status to report"
"225","Lacombe County","Open","No school status to report"
"226","Mackenzie County","Open","No school status to report"
"227","Mountain View County","Open","No school status to report"
"228","Municipal District Of Acadia No. 34","Open","No school status to report"
"229","Municipal District Of Bighorn No. 8","Open","No school status to report"
"230","Municipal District Of Bonnyville No. 87","Open","No school status to report"
"231","Municipal District Of Fairview No. 136","Open","No school status to report"
"232","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"233","Municipal District Of Opportunity No. 17","Open","No school status to report"
"234","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
"235","Municipal District Of Provost No. 52","Open","No school status to report"
"236","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"237","Municipal District Of Smoky River No. 130","Open","No school status to report"
"238","Municipal District Of Spirit River No. 133","Open","No school status to report"
"239","Municipal District Of Wainwright No. 61","Open","No school status to report"
"240","Municipal District Of Willow Creek No. 26","Open","No school status to report"
"241","Municipality Of Crowsnest Pass","Open","No school status to report"
"242","Municipality Of Jasper","Open","No school status to report"
"243","Northern Sunrise County","Open","No school status to report"
"244","Parkland County","Open","No school status to report"
"245","Ponoka County","Open","No school status to report"
"246","Red Deer County","Open","No school status to report"
"247","Saddle Hills County","Open","No school status to report"
"248","Smoky Lake County","Open","No school status to report"
"249","Special Areas No. 2","Open","No school status to report"
"250","Special Areas No. 3","Open","No school status to report"
"251","Special Areas No. 4","Open","No school status to report"
"252","Starland County","Open","No school status to report"
"253","Thorhild County","Open","No school status to report"
"254","Town Of Canmore","Open","No school status to report"
"255","Town Of Drumheller","Open","No school status to report"
"256","Town Of High River","Open","No school status to report"
"257","Town Of Hinton","Open","No school status to report"
"258","Town Of Olds","Open","No school status to report"
"259","Town Of Strathmore","Open","No school status to report"
"260","Vulcan County","Open","No school status to report"
"261","Wheatland County","Open","No school status to report"
"262","Woodlands County","Open","No school status to report"
"263","Yellowhead County","Open","No school status to report"
