"","Region name","School status","Schools details"
"1","City Of Airdrie","Watch","George McDougall High School"
"2","City Of Brooks","Watch","Eastbrook Elementary School"
"3","City Of Calgary","Watch","Lester B. Pearson High School"
"4","City Of Calgary","Watch","Nelson Mandela High School"
"5","City Of Calgary","Watch","Canyon Meadows School"
"6","City Of Calgary","Watch","Ecole de la Rose Sauvage"
"7","City Of Calgary","Watch","John G Diefenbaker High School"
"8","City Of Calgary","Watch","Father Lacombe School"
"9","City Of Calgary","Watch","Calgary French & International School"
"10","City Of Calgary","Watch","St. Francis High School"
"11","City Of Calgary","Watch","Bishop McNally High School"
"12","City Of Calgary","Watch","New Heights School and Learning Services"
"13","City Of Calgary","Watch","All Saints School"
"14","City Of Calgary","Watch","Northeast Elementary Campus"
"15","City Of Calgary","Watch","Sir Winston Churchill High School"
"16","City Of Calgary","Watch","Western Canada High School"
"17","City Of Calgary","Watch","Manmeet Singh Bhullar School"
"18","City Of Calgary","Watch","Henry Wise Wood High School"
"19","City Of Calgary","Watch","Bishop O'Byrne High School"
"20","City Of Calgary","Watch","Centennial High School"
"21","City Of Calgary","Watch","St. Bede Elementary School"
"22","City Of Calgary","Watch","St. Gerard Bilingual School"
"23","City Of Calgary","Watch","Notre Dame High School"
"24","City Of Chestermere","Watch","Chestermere Lake Middle School"
"25","City Of Edmonton","Watch","St. Francis Xavier"
"26","City Of Edmonton","Watch","Archbishop O'Leary"
"27","City Of Edmonton","Watch","Centre High"
"28","City Of Edmonton","Watch","Ross Sheppard High School"
"29","City Of Edmonton","Watch","Cardinal Collins High School Academic Centre"
"30","City Of Edmonton","Watch","Austin O'Brien"
"31","City Of Edmonton","Watch","Harry Ainlay School"
"32","City Of Edmonton","Watch","St. Matthew"
"33","City Of Edmonton","Watch","Queen Elizabeth School"
"34","City Of Edmonton","Watch","Dr. Donald Massey School"
"35","City Of Edmonton","Watch","Louis St. Laurent"
"36","City Of Edmonton","Watch","St. Joseph"
"37","City Of Edmonton","Watch","Edmonton Islamic Academy"
"38","City Of Edmonton","Watch","Evansdale School"
"39","City Of Edmonton","Watch","Jasper Place School"
"40","City Of Edmonton","Watch","M. E. LaZerte School"
"41","City Of Edmonton","Watch","Londonderry School"
"42","City Of Edmonton","Watch","Headway School Society of Alberta"
"43","City Of Edmonton","Watch","Aurora School"
"44","City Of Edmonton","Watch","Steinhauer School"
"45","City Of Edmonton","Watch","Tipaskan School"
"46","City Of Edmonton","Watch","L Y Cairns School"
"47","City Of Edmonton","Watch","St. Bernadette"
"48","City Of Edmonton","Watch","Kate Chegwin School"
"49","City Of Edmonton","Watch","Glengarry School"
"50","City Of Edmonton","Watch","Michael A Kostek Elementary School"
"51","City Of Edmonton","Watch","Lago Lindo School"
"52","City Of Edmonton","Watch","St. Thomas Aquinas School"
"53","City Of Lethbridge","Watch","Winston Churchill High School"
"54","City Of St. Albert","Watch","Richard S Fowler Catholic Junior High School"
"55","City Of St. Albert","Watch","Elmer S Gish School"
"56","City Of St. Albert","Watch","St. Albert Catholic High School"
"57","County Of Grande Prairie No. 1","Watch","Whispering Ridge Community School"
"58","Municipal District Of Taber","Watch","W. R. Myers High School"
"59","Rocky View County","Watch","Khalsa School Calgary Educational Foundation"
"60","Town Of Cochrane","Watch","RancheView School"
"61","Town Of Morinville","Watch","Four Winds Public School"
"62","Westlock County","Watch","Richard F Staples Secondary School"
"63","City Of Airdrie","Open (Outbreak, 2-4 cases)","Airdrie Francophone School"
"64","City Of Airdrie","Open (Outbreak, 2-4 cases)","Herons Crossing School"
"65","City Of Airdrie","Open (Outbreak, 2-4 cases)","Bert Church High School"
"66","City Of Brooks","Open (Outbreak, 2-4 cases)","Brooks Junior High School"
"67","City Of Calgary","Open (Outbreak, 2-4 cases)","Central Memorial High School"
"68","City Of Calgary","Open (Outbreak, 2-4 cases)","Rundle School"
"69","City Of Calgary","Open (Outbreak, 2-4 cases)","Connaught School"
"70","City Of Calgary","Open (Outbreak, 2-4 cases)","Chief Justice Milvain School"
"71","City Of Calgary","Open (Outbreak, 2-4 cases)","Crossing Park School"
"72","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Mary's High School"
"73","City Of Calgary","Open (Outbreak, 2-4 cases)","Gobind Sarvar School"
"74","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Jerome Elementary School"
"75","City Of Calgary","Open (Outbreak, 2-4 cases)","CLS Lord Beaverbrook Writing Centre"
"76","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Clare"
"77","City Of Calgary","Open (Outbreak, 2-4 cases)","Alex Ferguson School"
"78","City Of Calgary","Open (Outbreak, 2-4 cases)","West Ridge School"
"79","City Of Calgary","Open (Outbreak, 2-4 cases)","Ernest Manning High School"
"80","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Sebastian Elementary School"
"81","City Of Calgary","Open (Outbreak, 2-4 cases)","Joane Cardinal-Schubert High School"
"82","City Of Calgary","Open (Outbreak, 2-4 cases)","Ascension of Our Lord"
"83","City Of Calgary","Open (Outbreak, 2-4 cases)","Bishop Grandin High School"
"84","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Joan of Arc Elementary/Junior High School"
"85","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Augustine Elementary Junior High School"
"86","City Of Calgary","Open (Outbreak, 2-4 cases)","Panorama Hills School"
"87","City Of Calgary","Open (Outbreak, 2-4 cases)","Jennie Elliott School"
"88","City Of Calgary","Open (Outbreak, 2-4 cases)","Westmount Mid/High School"
"89","City Of Calgary","Open (Outbreak, 2-4 cases)","FFCA High School Campus"
"90","City Of Calgary","Open (Outbreak, 2-4 cases)","Catherine Nichols Gunn School"
"91","City Of Calgary","Open (Outbreak, 2-4 cases)","Our Lady of Peace Elementary Junior High School"
"92","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Patrick School"
"93","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Jean Brebeuf School"
"94","City Of Calgary","Open (Outbreak, 2-4 cases)","Robert Thirsk School"
"95","City Of Calgary","Open (Outbreak, 2-4 cases)","Fairview School"
"96","City Of Calgary","Open (Outbreak, 2-4 cases)","Renfrew Educational Services-Janice McTighe Centre"
"97","City Of Calgary","Open (Outbreak, 2-4 cases)","Crescent Heights High School"
"98","City Of Calgary","Open (Outbreak, 2-4 cases)","Hillhurst School"
"99","City Of Calgary","Open (Outbreak, 2-4 cases)","Don Bosco School"
"100","City Of Calgary","Open (Outbreak, 2-4 cases)","Dr. George Stanley School"
"101","City Of Calgary","Open (Outbreak, 2-4 cases)","James Fowler High School"
"102","City Of Calgary","Open (Outbreak, 2-4 cases)","Mother Mary Greene School"
"103","City Of Calgary","Open (Outbreak, 2-4 cases)","Almadina Language Charter Academy Ogden Campus"
"104","City Of Edmonton","Open (Outbreak, 2-4 cases)","Holy Trinity"
"105","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Brendan School"
"106","City Of Edmonton","Open (Outbreak, 2-4 cases)","Michael Strembitsky School"
"107","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. John Bosco"
"108","City Of Edmonton","Open (Outbreak, 2-4 cases)","Victoria School"
"109","City Of Edmonton","Open (Outbreak, 2-4 cases)","John A. McDougall School"
"110","City Of Edmonton","Open (Outbreak, 2-4 cases)","Al-Mustafa Academy"
"111","City Of Edmonton","Open (Outbreak, 2-4 cases)","Killarney School"
"112","City Of Edmonton","Open (Outbreak, 2-4 cases)","Sir John Thompson"
"113","City Of Edmonton","Open (Outbreak, 2-4 cases)","J. J. Bowlen"
"114","City Of Edmonton","Open (Outbreak, 2-4 cases)","Hilwie Hamdon School"
"115","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Clement"
"116","City Of Edmonton","Open (Outbreak, 2-4 cases)","John D Bracco School"
"117","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Teresa of Calcutta Elementary School"
"118","City Of Edmonton","Open (Outbreak, 2-4 cases)","Meadowlark Christian School"
"119","City Of Edmonton","Open (Outbreak, 2-4 cases)","Mary Hanley"
"120","City Of Edmonton","Open (Outbreak, 2-4 cases)","Kim Hung School"
"121","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Edmund"
"122","City Of Edmonton","Open (Outbreak, 2-4 cases)","A. Blair McPherson School"
"123","City Of Edmonton","Open (Outbreak, 2-4 cases)","York School"
"124","City Of Edmonton","Open (Outbreak, 2-4 cases)","Overlanders School"
"125","City Of Edmonton","Open (Outbreak, 2-4 cases)","Delwood School"
