"","Region name","School status","Schools details"
"87","Municipal District Of Willow Creek No. 26","Open","No school status to report"
"88","Municipality Of Crowsnest Pass","Open","No school status to report"
"89","Municipality Of Jasper","Open","No school status to report"
"90","Northern Sunrise County","Open","No school status to report"
"91","Parkland County","Open","No school status to report"
"92","Ponoka County","Open","No school status to report"
"93","Red Deer County","Open","No school status to report"
"94","Regional Municipality Of Wood Buffalo","Open","No school status to report"
"95","Rocky View County","Open","No school status to report"
"96","Saddle Hills County","Open","No school status to report"
"97","Smoky Lake County","Open","No school status to report"
"98","Special Areas No. 2","Open","No school status to report"
"99","Special Areas No. 3","Open","No school status to report"
"100","Special Areas No. 4","Open","No school status to report"
"101","Starland County","Open","No school status to report"
"102","Strathcona County","Open","No school status to report"
"103","Sturgeon County","Open","No school status to report"
"104","Thorhild County","Open","No school status to report"
"105","Town Of Canmore","Open","No school status to report"
"106","Town Of Cochrane","Open","No school status to report"
"107","Town Of Drumheller","Open","No school status to report"
"108","Town Of High River","Open","No school status to report"
"109","Town Of Hinton","Open","No school status to report"
"110","Town Of Morinville","Open","No school status to report"
"111","Town Of Olds","Open","No school status to report"
"112","Town Of Stony Plain","Open","No school status to report"
"113","Town Of Strathmore","Open","No school status to report"
"114","Town Of Sylvan Lake","Open","No school status to report"
"115","Town Of Whitecourt","Open","No school status to report"
"116","Vulcan County","Open","No school status to report"
"117","Westlock County","Open","No school status to report"
"118","Wheatland County","Open","No school status to report"
"119","Woodlands County","Open","No school status to report"
"120","Yellowhead County","Open","No school status to report"
