"","Region name","School status","Schools details"
"163","Leduc County","Open","No school status to report"
"164","Lethbridge County","Open","No school status to report"
"165","Mackenzie County","Open","No school status to report"
"166","Mountain View County","Open","No school status to report"
"167","Municipal District Of Acadia No. 34","Open","No school status to report"
"168","Municipal District Of Bighorn No. 8","Open","No school status to report"
"169","Municipal District Of Bonnyville No. 87","Open","No school status to report"
"170","Municipal District Of Fairview No. 136","Open","No school status to report"
"171","Municipal District Of Greenview No. 16","Open","No school status to report"
"172","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"173","Municipal District Of Peace No. 135","Open","No school status to report"
"174","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
"175","Municipal District Of Provost No. 52","Open","No school status to report"
"176","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"177","Municipal District Of Smoky River No. 130","Open","No school status to report"
"178","Municipal District Of Spirit River No. 133","Open","No school status to report"
"179","Municipal District Of Wainwright No. 61","Open","No school status to report"
"180","Municipality Of Crowsnest Pass","Open","No school status to report"
"181","Northern Sunrise County","Open","No school status to report"
"182","Parkland County","Open","No school status to report"
"183","Red Deer County","Open","No school status to report"
"184","Regional Municipality Of Wood Buffalo","Open","No school status to report"
"185","Saddle Hills County","Open","No school status to report"
"186","Smoky Lake County","Open","No school status to report"
"187","Special Areas No. 2","Open","No school status to report"
"188","Special Areas No. 3","Open","No school status to report"
"189","Special Areas No. 4","Open","No school status to report"
"190","Starland County","Open","No school status to report"
"191","Sturgeon County","Open","No school status to report"
"192","Thorhild County","Open","No school status to report"
"193","Town Of Canmore","Open","No school status to report"
"194","Town Of Drumheller","Open","No school status to report"
"195","Town Of High River","Open","No school status to report"
"196","Town Of Hinton","Open","No school status to report"
"197","Town Of Okotoks","Open","No school status to report"
"198","Town Of Olds","Open","No school status to report"
"199","Town Of Stony Plain","Open","No school status to report"
"200","Town Of Strathmore","Open","No school status to report"
"201","Town Of Sylvan Lake","Open","No school status to report"
"202","Town Of Whitecourt","Open","No school status to report"
"203","Vulcan County","Open","No school status to report"
"204","Wheatland County","Open","No school status to report"
"205","Woodlands County","Open","No school status to report"
"206","Yellowhead County","Open","No school status to report"
