"","Region name","School status","Schools details"
"82","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"83","Municipal District Of Opportunity No. 17","Open","No school status to report"
"84","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
"85","Municipal District Of Provost No. 52","Open","No school status to report"
"86","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"87","Municipal District Of Smoky River No. 130","Open","No school status to report"
"88","Municipal District Of Spirit River No. 133","Open","No school status to report"
"89","Municipal District Of Taber","Open","No school status to report"
"90","Municipal District Of Wainwright No. 61","Open","No school status to report"
"91","Municipal District Of Willow Creek No. 26","Open","No school status to report"
"92","Municipality Of Crowsnest Pass","Open","No school status to report"
"93","Municipality Of Jasper","Open","No school status to report"
"94","Northern Sunrise County","Open","No school status to report"
"95","Parkland County","Open","No school status to report"
"96","Ponoka County","Open","No school status to report"
"97","Red Deer County","Open","No school status to report"
"98","Rocky View County","Open","No school status to report"
"99","Saddle Hills County","Open","No school status to report"
"100","Smoky Lake County","Open","No school status to report"
"101","Special Areas No. 2","Open","No school status to report"
"102","Special Areas No. 3","Open","No school status to report"
"103","Special Areas No. 4","Open","No school status to report"
"104","Starland County","Open","No school status to report"
"105","Strathcona County","Open","No school status to report"
"106","Sturgeon County","Open","No school status to report"
"107","Thorhild County","Open","No school status to report"
"108","Town Of Canmore","Open","No school status to report"
"109","Town Of Cochrane","Open","No school status to report"
"110","Town Of Drumheller","Open","No school status to report"
"111","Town Of High River","Open","No school status to report"
"112","Town Of Hinton","Open","No school status to report"
"113","Town Of Morinville","Open","No school status to report"
"114","Town Of Olds","Open","No school status to report"
"115","Town Of Stony Plain","Open","No school status to report"
"116","Town Of Strathmore","Open","No school status to report"
"117","Town Of Sylvan Lake","Open","No school status to report"
"118","Town Of Whitecourt","Open","No school status to report"
"119","Vulcan County","Open","No school status to report"
"120","Westlock County","Open","No school status to report"
"121","Wheatland County","Open","No school status to report"
"122","Woodlands County","Open","No school status to report"
"123","Yellowhead County","Open","No school status to report"
