"","Region name","School status","Schools details"
"1","City Of Airdrie","Watch","Coopers Crossing School"
"2","City Of Calgary","Watch","St. Wilfrid Elementary School"
"3","City Of Calgary","Watch","Canyon Meadows School"
"4","City Of Edmonton","Watch","Archbishop O'Leary"
"5","City Of Edmonton","Watch","Centre High"
"6","City Of Edmonton","Watch","Ross Sheppard High School"
"7","City Of Edmonton","Watch","Vimy Ridge"
"8","City Of Edmonton","Watch","Highlands School"
"9","City Of Edmonton","Watch","Austin O'Brien"
"10","City Of Edmonton","Watch","Harry Ainlay School"
"11","City Of Calgary","Open (Outbreak, 2-4 cases)","Notre Dame High School"
"12","City Of Calgary","Open (Outbreak, 2-4 cases)","Lester B. Pearson High School"
"13","City Of Calgary","Open (Outbreak, 2-4 cases)","Auburn Bay School"
"14","City Of Calgary","Open (Outbreak, 2-4 cases)","Crescent Heights High School"
"15","City Of Calgary","Open (Outbreak, 2-4 cases)","Chris Akkerman School"
"16","City Of Calgary","Open (Outbreak, 2-4 cases)","Clarence Sansom School"
"17","City Of Calgary","Open (Outbreak, 2-4 cases)","Saddle Ridge School"
"18","City Of Calgary","Open (Outbreak, 2-4 cases)","Nelson Mandela High School"
"19","City Of Calgary","Open (Outbreak, 2-4 cases)","Apostles of Jesus"
"20","City Of Calgary","Open (Outbreak, 2-4 cases)","Glenmeadows School"
"21","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Benedict School"
"22","City Of Calgary","Open (Outbreak, 2-4 cases)","Monsignor E. L. Doyle Elementary School"
"23","City Of Calgary","Open (Outbreak, 2-4 cases)","Vista Heights School"
"24","City Of Calgary","Open (Outbreak, 2-4 cases)","Monterey Park School"
"25","City Of Calgary","Open (Outbreak, 2-4 cases)","King George School"
"26","City Of Edmonton","Open (Outbreak, 2-4 cases)","Northmount School"
"27","City Of Edmonton","Open (Outbreak, 2-4 cases)","Holy Trinity"
"28","City Of Edmonton","Open (Outbreak, 2-4 cases)","Parkview School"
"29","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Oscar Romero Catholic High School"
"30","City Of Edmonton","Open (Outbreak, 2-4 cases)","Lillian Osborne High School"
"31","City Of Edmonton","Open (Outbreak, 2-4 cases)","McNally School"
"32","City Of Edmonton","Open (Outbreak, 2-4 cases)","Ecole Pere-Lacombe"
"33","City Of Edmonton","Open (Outbreak, 2-4 cases)","Waverley School"
"34","City Of Edmonton","Open (Outbreak, 2-4 cases)","Cardinal Collins High School Academic Centre"
"35","City Of Edmonton","Open (Outbreak, 2-4 cases)","Millwoods Christian School"
"36","City Of Edmonton","Open (Outbreak, 2-4 cases)","H. E. Beriault"
"37","City Of Edmonton","Open (Outbreak, 2-4 cases)","Riverbend School"
"38","City Of Edmonton","Open (Outbreak, 2-4 cases)","Christ the King School"
"39","City Of Edmonton","Open (Outbreak, 2-4 cases)","Oliver School"
"40","City Of Edmonton","Open (Outbreak, 2-4 cases)","Kirkness School"
"41","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Matthew"
"42","City Of Edmonton","Open (Outbreak, 2-4 cases)","Aldergrove School"
"43","City Of Edmonton","Open (Outbreak, 2-4 cases)","Queen Elizabeth School"
"44","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Brendan School"
"45","City Of Edmonton","Open (Outbreak, 2-4 cases)","Dr. Donald Massey School"
"46","City Of Edmonton","Open (Outbreak, 2-4 cases)","Bishop Savaryn"
"47","City Of Edmonton","Open (Outbreak, 2-4 cases)","Louis St. Laurent"
"48","City Of Edmonton","Open (Outbreak, 2-4 cases)","J Percy Page School"
"49","City Of Edmonton","Open (Outbreak, 2-4 cases)","Archbishop MacDonald"
"50","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Vladimir Elementary School"
"51","City Of Edmonton","Open (Outbreak, 2-4 cases)","Soraya Hafez School"
"52","City Of Edmonton","Open (Outbreak, 2-4 cases)","AlBaqir Academy"
"53","City Of Edmonton","Open (Outbreak, 2-4 cases)","Jasper Place School"
"54","City Of Edmonton","Open (Outbreak, 2-4 cases)","Dickinsfield School"
"55","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. John Bosco"
"56","City Of Edmonton","Open (Outbreak, 2-4 cases)","Thomas More Academy"
"57","City Of St. Albert","Open (Outbreak, 2-4 cases)","Richard S Fowler Catholic Junior High School"
"58","Municipal District Of Peace No. 135","Open (Outbreak, 2-4 cases)","Springfield Elementary School"
"59","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","St. Gabriel School"
"60","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Sister Mary Phillps Elementary School"
"61","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Holy Trinity High School"
"62","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Elsie Yanik Catholic School"
"63","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","St. Paul's Elementary School"
"64","Town Of Cochrane","Open (Outbreak, 2-4 cases)","RancheView School"
"65","Town Of Okotoks","Open (Outbreak, 2-4 cases)","Foothills Composite High School"
"66","Athabasca County","Open","No school status to report"
"67","Beaver County","Open","No school status to report"
"68","Big Lakes County","Open","No school status to report"
"69","Birch Hills County","Open","No school status to report"
"70","Brazeau County","Open","No school status to report"
"71","Camrose County","Open","No school status to report"
"72","Cardston County","Open","No school status to report"
"73","City Of Beaumont","Open","No school status to report"
"74","City Of Brooks","Open","No school status to report"
"75","City Of Camrose","Open","No school status to report"
"76","City Of Chestermere","Open","No school status to report"
"77","City Of Cold Lake","Open","No school status to report"
"78","City Of Fort Saskatchewan","Open","No school status to report"
"79","City Of Grande Prairie","Open","No school status to report"
"80","City Of Lacombe","Open","No school status to report"
"81","City Of Leduc","Open","No school status to report"
"82","City Of Lethbridge","Open","No school status to report"
"83","City Of Lloydminster","Open","No school status to report"
"84","City Of Medicine Hat","Open","No school status to report"
"85","City Of Red Deer","Open","No school status to report"
"86","City Of Spruce Grove","Open","No school status to report"
"87","City Of Wetaskiwin","Open","No school status to report"
"88","Clear Hills County","Open","No school status to report"
"89","Clearwater County","Open","No school status to report"
"90","County Of Barrhead No. 11","Open","No school status to report"
"91","County Of Forty Mile No. 8","Open","No school status to report"
"92","County Of Grande Prairie No. 1","Open","No school status to report"
"93","County Of Minburn No. 27","Open","No school status to report"
"94","County Of Newell","Open","No school status to report"
"95","County Of Northern Lights","Open","No school status to report"
"96","County Of Paintearth No. 18","Open","No school status to report"
"97","County Of St. Paul No. 19","Open","No school status to report"
"98","County Of Stettler No. 6","Open","No school status to report"
"99","County Of Two Hills No. 21","Open","No school status to report"
"100","County Of Vermilion River","Open","No school status to report"
"101","County Of Warner No. 5","Open","No school status to report"
"102","County Of Wetaskiwin No. 10","Open","No school status to report"
"103","Cypress County","Open","No school status to report"
"104","Flagstaff County","Open","No school status to report"
"105","Foothills County","Open","No school status to report"
"106","I.d. No. 12 (Jasper National Park)","Open","No schools listed in this geography."
"107","I.d. No. 13 (Elk Island)","Open","No schools listed in this geography."
"108","I.d. No. 24 (Wood Buffalo)","Open","No school status to report"
"109","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"110","I.d. No. 349","Open","No schools listed in this geography."
"111","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"112","I.d. No. 9 (Banff)","Open","No school status to report"
