"","Region name","School status","Schools details"
"1","City Of Calgary","Watch","Canyon Meadows School"
"2","City Of Calgary","Watch","St. Wilfrid Elementary School"
"3","City Of Edmonton","Watch","Centre High"
"4","City Of Edmonton","Watch","Vimy Ridge"
"5","City Of Edmonton","Watch","Highlands School"
"6","City Of Edmonton","Watch","Austin O'Brien"
"7","City Of Calgary","Open (Outbreak, 2-4 cases)","Chris Akkerman School"
"8","City Of Calgary","Open (Outbreak, 2-4 cases)","Notre Dame High School"
"9","City Of Calgary","Open (Outbreak, 2-4 cases)","Lester B. Pearson High School"
"10","City Of Calgary","Open (Outbreak, 2-4 cases)","Henry Wise Wood High School"
"11","City Of Calgary","Open (Outbreak, 2-4 cases)","Auburn Bay School"
"12","City Of Calgary","Open (Outbreak, 2-4 cases)","Crescent Heights High School"
"13","City Of Calgary","Open (Outbreak, 2-4 cases)","Clarence Sansom School"
"14","City Of Calgary","Open (Outbreak, 2-4 cases)","Saddle Ridge School"
"15","City Of Calgary","Open (Outbreak, 2-4 cases)","Nelson Mandela High School"
"16","City Of Calgary","Open (Outbreak, 2-4 cases)","Apostles of Jesus"
"17","City Of Calgary","Open (Outbreak, 2-4 cases)","Glenmeadows School"
"18","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Benedict School"
"19","City Of Calgary","Open (Outbreak, 2-4 cases)","Vista Heights School"
"20","City Of Calgary","Open (Outbreak, 2-4 cases)","Monterey Park School"
"21","City Of Edmonton","Open (Outbreak, 2-4 cases)","Archbishop O'Leary"
"22","City Of Edmonton","Open (Outbreak, 2-4 cases)","Ross Sheppard High School"
"23","City Of Edmonton","Open (Outbreak, 2-4 cases)","Holy Trinity"
"24","City Of Edmonton","Open (Outbreak, 2-4 cases)","Parkview School"
"25","City Of Edmonton","Open (Outbreak, 2-4 cases)","Lillian Osborne High School"
"26","City Of Edmonton","Open (Outbreak, 2-4 cases)","McNally School"
"27","City Of Edmonton","Open (Outbreak, 2-4 cases)","Ecole Pere-Lacombe"
"28","City Of Edmonton","Open (Outbreak, 2-4 cases)","Waverley School"
"29","City Of Edmonton","Open (Outbreak, 2-4 cases)","Cardinal Collins High School Academic Centre"
"30","City Of Edmonton","Open (Outbreak, 2-4 cases)","Millwoods Christian School"
"31","City Of Edmonton","Open (Outbreak, 2-4 cases)","Northmount School"
"32","City Of Edmonton","Open (Outbreak, 2-4 cases)","H. E. Beriault"
"33","City Of Edmonton","Open (Outbreak, 2-4 cases)","Riverbend School"
"34","City Of Edmonton","Open (Outbreak, 2-4 cases)","Oliver School"
"35","City Of Edmonton","Open (Outbreak, 2-4 cases)","Harry Ainlay School"
"36","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Matthew"
"37","City Of Edmonton","Open (Outbreak, 2-4 cases)","Bishop Savaryn"
"38","City Of Edmonton","Open (Outbreak, 2-4 cases)","Louis St. Laurent"
"39","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Chinook High School"
"40","City Of St. Albert","Open (Outbreak, 2-4 cases)","Richard S Fowler Catholic Junior High School"
"41","Municipal District Of Opportunity No. 17","Open (Outbreak, 2-4 cases)","St. Theresa School"
"42","Municipal District Of Peace No. 135","Open (Outbreak, 2-4 cases)","Springfield Elementary School"
"43","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Holy Trinity High School"
"44","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","St. Gabriel School"
"45","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Sister Mary Phillps Elementary School"
"46","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Elsie Yanik Catholic School"
"47","Town Of Okotoks","Open (Outbreak, 2-4 cases)","Foothills Composite High School"
"48","Athabasca County","Open","No school status to report"
"49","Beaver County","Open","No school status to report"
"50","Big Lakes County","Open","No school status to report"
"51","Birch Hills County","Open","No school status to report"
"52","Brazeau County","Open","No school status to report"
"53","Camrose County","Open","No school status to report"
"54","Cardston County","Open","No school status to report"
"55","City Of Airdrie","Open","No school status to report"
"56","City Of Beaumont","Open","No school status to report"
"57","City Of Brooks","Open","No school status to report"
"58","City Of Camrose","Open","No school status to report"
"59","City Of Chestermere","Open","No school status to report"
"60","City Of Cold Lake","Open","No school status to report"
"61","City Of Fort Saskatchewan","Open","No school status to report"
"62","City Of Grande Prairie","Open","No school status to report"
"63","City Of Lacombe","Open","No school status to report"
"64","City Of Leduc","Open","No school status to report"
"65","City Of Lloydminster","Open","No school status to report"
"66","City Of Medicine Hat","Open","No school status to report"
"67","City Of Red Deer","Open","No school status to report"
"68","City Of Spruce Grove","Open","No school status to report"
"69","City Of Wetaskiwin","Open","No school status to report"
"70","Clear Hills County","Open","No school status to report"
"71","Clearwater County","Open","No school status to report"
"72","County Of Barrhead No. 11","Open","No school status to report"
"73","County Of Forty Mile No. 8","Open","No school status to report"
"74","County Of Grande Prairie No. 1","Open","No school status to report"
"75","County Of Minburn No. 27","Open","No school status to report"
"76","County Of Newell","Open","No school status to report"
"77","County Of Northern Lights","Open","No school status to report"
"78","County Of Paintearth No. 18","Open","No school status to report"
"79","County Of St. Paul No. 19","Open","No school status to report"
"80","County Of Stettler No. 6","Open","No school status to report"
"81","County Of Two Hills No. 21","Open","No school status to report"
"82","County Of Vermilion River","Open","No school status to report"
"83","County Of Warner No. 5","Open","No school status to report"
"84","County Of Wetaskiwin No. 10","Open","No school status to report"
"85","Cypress County","Open","No school status to report"
"86","Flagstaff County","Open","No school status to report"
"87","Foothills County","Open","No school status to report"
"88","I.d. No. 12 (Jasper National Park)","Open","No schools listed in this geography."
"89","I.d. No. 13 (Elk Island)","Open","No schools listed in this geography."
"90","I.d. No. 24 (Wood Buffalo)","Open","No school status to report"
"91","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"92","I.d. No. 349","Open","No schools listed in this geography."
"93","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"94","I.d. No. 9 (Banff)","Open","No school status to report"
"95","Kananaskis Improvement District","Open","No schools listed in this geography."
"96","Kneehill County","Open","No school status to report"
"97","Lac La Biche County","Open","No school status to report"
"98","Lac Ste. Anne County","Open","No school status to report"
"99","Lacombe County","Open","No school status to report"
"100","Lamont County","Open","No school status to report"
"101","Leduc County","Open","No school status to report"
"102","Lethbridge County","Open","No school status to report"
"103","Mackenzie County","Open","No school status to report"
"104","Mountain View County","Open","No school status to report"
"105","Municipal District Of Acadia No. 34","Open","No school status to report"
"106","Municipal District Of Bighorn No. 8","Open","No school status to report"
"107","Municipal District Of Bonnyville No. 87","Open","No school status to report"
"108","Municipal District Of Fairview No. 136","Open","No school status to report"
"109","Municipal District Of Greenview No. 16","Open","No school status to report"
"110","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"111","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
"112","Municipal District Of Provost No. 52","Open","No school status to report"
"113","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"114","Municipal District Of Smoky River No. 130","Open","No school status to report"
"115","Municipal District Of Spirit River No. 133","Open","No school status to report"
"116","Municipal District Of Taber","Open","No school status to report"
"117","Municipal District Of Wainwright No. 61","Open","No school status to report"
"118","Municipal District Of Willow Creek No. 26","Open","No school status to report"
"119","Municipality Of Crowsnest Pass","Open","No school status to report"
"120","Municipality Of Jasper","Open","No school status to report"
"121","Northern Sunrise County","Open","No school status to report"
"122","Parkland County","Open","No school status to report"
"123","Ponoka County","Open","No school status to report"
"124","Red Deer County","Open","No school status to report"
"125","Rocky View County","Open","No school status to report"
"126","Saddle Hills County","Open","No school status to report"
"127","Smoky Lake County","Open","No school status to report"
"128","Special Areas No. 2","Open","No school status to report"
"129","Special Areas No. 3","Open","No school status to report"
"130","Special Areas No. 4","Open","No school status to report"
"131","Starland County","Open","No school status to report"
"132","Strathcona County","Open","No school status to report"
"133","Sturgeon County","Open","No school status to report"
"134","Thorhild County","Open","No school status to report"
"135","Town Of Canmore","Open","No school status to report"
"136","Town Of Cochrane","Open","No school status to report"
"137","Town Of Drumheller","Open","No school status to report"
"138","Town Of High River","Open","No school status to report"
"139","Town Of Hinton","Open","No school status to report"
"140","Town Of Morinville","Open","No school status to report"
"141","Town Of Olds","Open","No school status to report"
"142","Town Of Stony Plain","Open","No school status to report"
"143","Town Of Strathmore","Open","No school status to report"
"144","Town Of Sylvan Lake","Open","No school status to report"
"145","Town Of Whitecourt","Open","No school status to report"
"146","Vulcan County","Open","No school status to report"
"147","Westlock County","Open","No school status to report"
"148","Wheatland County","Open","No school status to report"
"149","Woodlands County","Open","No school status to report"
"150","Yellowhead County","Open","No school status to report"
