"","Region name","School status","Schools details"
"47","I.d. No. 24 (Wood Buffalo)","Open","No school outbreaks reported."
"48","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"49","I.d. No. 349","Open","No schools listed in this geography."
"50","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"51","I.d. No. 9 (Banff)","Open","No school outbreaks reported."
"52","Kananaskis Improvement District","Open","No schools listed in this geography."
"53","Kneehill County","Open","No school outbreaks reported."
"54","Lac La Biche County","Open","No school outbreaks reported."
"55","Lac Ste. Anne County","Open","No school outbreaks reported."
"56","Lacombe County","Open","No school outbreaks reported."
"57","Lamont County","Open","No school outbreaks reported."
"58","Leduc County","Open","No school outbreaks reported."
"59","Lethbridge County","Open","No school outbreaks reported."
"60","Mackenzie County","Open","No school outbreaks reported."
"61","Mountain View County","Open","No school outbreaks reported."
"62","Municipal District Of Acadia No. 34","Open","No school outbreaks reported."
"63","Municipal District Of Bighorn No. 8","Open","No school outbreaks reported."
"64","Municipal District Of Bonnyville No. 87","Open","No school outbreaks reported."
"65","Municipal District Of Fairview No. 136","Open","No school outbreaks reported."
"66","Municipal District Of Greenview No. 16","Open","No school outbreaks reported."
"67","Municipal District Of Lesser Slave River No. 124","Open","No school outbreaks reported."
"68","Municipal District Of Opportunity No. 17","Open","No school outbreaks reported."
"69","Municipal District Of Peace No. 135","Open","No school outbreaks reported."
"70","Municipal District Of Pincher Creek No. 9","Open","No school outbreaks reported."
"71","Municipal District Of Provost No. 52","Open","No school outbreaks reported."
"72","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"73","Municipal District Of Smoky River No. 130","Open","No school outbreaks reported."
"74","Municipal District Of Spirit River No. 133","Open","No school outbreaks reported."
"75","Municipal District Of Taber","Open","No school outbreaks reported."
"76","Municipal District Of Wainwright No. 61","Open","No school outbreaks reported."
"77","Municipal District Of Willow Creek No. 26","Open","No school outbreaks reported."
"78","Municipality Of Crowsnest Pass","Open","No school outbreaks reported."
"79","Municipality Of Jasper","Open","No school outbreaks reported."
"80","Northern Sunrise County","Open","No school outbreaks reported."
"81","Parkland County","Open","No school outbreaks reported."
"82","Ponoka County","Open","No school outbreaks reported."
"83","Red Deer County","Open","No school outbreaks reported."
"84","Regional Municipality Of Wood Buffalo","Open","No school outbreaks reported."
"85","Rocky View County","Open","No school outbreaks reported."
"86","Saddle Hills County","Open","No school outbreaks reported."
"87","Smoky Lake County","Open","No school outbreaks reported."
"88","Special Areas No. 2","Open","No school outbreaks reported."
"89","Special Areas No. 3","Open","No school outbreaks reported."
"90","Special Areas No. 4","Open","No school outbreaks reported."
"91","Starland County","Open","No school outbreaks reported."
"92","Strathcona County","Open","No school outbreaks reported."
"93","Sturgeon County","Open","No school outbreaks reported."
"94","Thorhild County","Open","No school outbreaks reported."
"95","Town Of Canmore","Open","No school outbreaks reported."
"96","Town Of Cochrane","Open","No school outbreaks reported."
"97","Town Of Drumheller","Open","No school outbreaks reported."
"98","Town Of High River","Open","No school outbreaks reported."
"99","Town Of Hinton","Open","No school outbreaks reported."
"100","Town Of Morinville","Open","No school outbreaks reported."
"101","Town Of Okotoks","Open","No school outbreaks reported."
"102","Town Of Olds","Open","No school outbreaks reported."
"103","Town Of Stony Plain","Open","No school outbreaks reported."
"104","Town Of Strathmore","Open","No school outbreaks reported."
"105","Town Of Sylvan Lake","Open","No school outbreaks reported."
"106","Town Of Whitecourt","Open","No school outbreaks reported."
"107","Vulcan County","Open","No school outbreaks reported."
"108","Westlock County","Open","No school outbreaks reported."
"109","Wheatland County","Open","No school outbreaks reported."
"110","Woodlands County","Open","No school outbreaks reported."
"111","Yellowhead County","Open","No school outbreaks reported."
