"","Region name","School status","Schools details"
"255","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"256","Municipal District Of Smoky River No. 130","Open","No school status to report"
"257","Municipal District Of Spirit River No. 133","Open","No school status to report"
"258","Municipal District Of Wainwright No. 61","Open","No school status to report"
"259","Municipal District Of Willow Creek No. 26","Open","No school status to report"
"260","Municipality Of Crowsnest Pass","Open","No school status to report"
"261","Municipality Of Jasper","Open","No school status to report"
"262","Northern Sunrise County","Open","No school status to report"
"263","Parkland County","Open","No school status to report"
"264","Ponoka County","Open","No school status to report"
"265","Red Deer County","Open","No school status to report"
"266","Saddle Hills County","Open","No school status to report"
"267","Special Areas No. 2","Open","No school status to report"
"268","Special Areas No. 3","Open","No school status to report"
"269","Special Areas No. 4","Open","No school status to report"
"270","Starland County","Open","No school status to report"
"271","Thorhild County","Open","No school status to report"
"272","Town Of Canmore","Open","No school status to report"
"273","Town Of Hinton","Open","No school status to report"
"274","Town Of Morinville","Open","No school status to report"
"275","Town Of Olds","Open","No school status to report"
"276","Town Of Strathmore","Open","No school status to report"
"277","Town Of Whitecourt","Open","No school status to report"
"278","Vulcan County","Open","No school status to report"
"279","Wheatland County","Open","No school status to report"
"280","Woodlands County","Open","No school status to report"
"281","Yellowhead County","Open","No school status to report"
