"","Region name","School status","Schools details"
"1","City Of Brooks","Watch","Eastbrook Elementary School"
"2","City Of Calgary","Watch","Lester B. Pearson High School"
"3","City Of Calgary","Watch","Nelson Mandela High School"
"4","City Of Calgary","Watch","Canyon Meadows School"
"5","City Of Calgary","Watch","Ecole de la Rose Sauvage"
"6","City Of Calgary","Watch","John G Diefenbaker High School"
"7","City Of Calgary","Watch","Calgary French & International School"
"8","City Of Calgary","Watch","St. Francis High School"
"9","City Of Calgary","Watch","Bishop McNally High School"
"10","City Of Calgary","Watch","New Heights School and Learning Services"
"11","City Of Calgary","Watch","All Saints School"
"12","City Of Calgary","Watch","Northeast Elementary Campus"
"13","City Of Calgary","Watch","Sir Winston Churchill High School"
"14","City Of Calgary","Watch","Bishop O'Byrne High School"
"15","City Of Edmonton","Watch","Archbishop O'Leary"
"16","City Of Edmonton","Watch","Centre High"
"17","City Of Edmonton","Watch","Ross Sheppard High School"
"18","City Of Edmonton","Watch","St. Oscar Romero Catholic High School"
"19","City Of Edmonton","Watch","McNally School"
"20","City Of Edmonton","Watch","Vimy Ridge"
"21","City Of Edmonton","Watch","Cardinal Collins High School Academic Centre"
"22","City Of Edmonton","Watch","Austin O'Brien"
"23","City Of Edmonton","Watch","Harry Ainlay School"
"24","City Of Edmonton","Watch","Queen Elizabeth School"
"25","City Of Edmonton","Watch","Dr. Donald Massey School"
"26","City Of Edmonton","Watch","Louis St. Laurent"
"27","City Of Edmonton","Watch","St. Joseph"
"28","City Of Edmonton","Watch","Edmonton Islamic Academy"
"29","City Of Edmonton","Watch","Jasper Place School"
"30","City Of Edmonton","Watch","M. E. LaZerte School"
"31","City Of Edmonton","Watch","Londonderry School"
"32","City Of Edmonton","Watch","Headway School Society of Alberta"
"33","City Of Edmonton","Watch","Aurora School"
"34","City Of Edmonton","Watch","Steinhauer School"
"35","City Of Edmonton","Watch","St. Francis Xavier"
"36","City Of Edmonton","Watch","Tipaskan School"
"37","City Of Edmonton","Watch","L Y Cairns School"
"38","City Of Edmonton","Watch","St. Bernadette"
"39","City Of Edmonton","Watch","Kate Chegwin School"
"40","City Of Edmonton","Watch","Michael A Kostek Elementary School"
"41","City Of Edmonton","Watch","Lago Lindo School"
"42","City Of Edmonton","Watch","St. Thomas Aquinas School"
"43","City Of Lethbridge","Watch","Winston Churchill High School"
"44","City Of Red Deer","Watch","Hunting Hills High School"
"45","City Of St. Albert","Watch","Richard S Fowler Catholic Junior High School"
"46","City Of St. Albert","Watch","Elmer S Gish School"
"47","City Of St. Albert","Watch","St. Albert Catholic High School"
"48","Rocky View County","Watch","Khalsa School Calgary Educational Foundation"
"49","Strathcona County","Watch","Lakeland Ridge School"
"50","Town Of Morinville","Watch","Four Winds Public School"
"51","Westlock County","Watch","Richard F Staples Secondary School"
"52","City Of Airdrie","Open (Outbreak, 2-4 cases)","Northcott Prairie School"
"53","City Of Airdrie","Open (Outbreak, 2-4 cases)","George McDougall High School"
"54","City Of Brooks","Open (Outbreak, 2-4 cases)","Brooks Junior High School"
"55","City Of Calgary","Open (Outbreak, 2-4 cases)","Central Memorial High School"
"56","City Of Calgary","Open (Outbreak, 2-4 cases)","Rundle School"
"57","City Of Calgary","Open (Outbreak, 2-4 cases)","Father Lacombe School"
"58","City Of Calgary","Open (Outbreak, 2-4 cases)","Connaught School"
"59","City Of Calgary","Open (Outbreak, 2-4 cases)","Coventry Hills School"
"60","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Mary's High School"
"61","City Of Calgary","Open (Outbreak, 2-4 cases)","Western Canada High School"
"62","City Of Calgary","Open (Outbreak, 2-4 cases)","Manmeet Singh Bhullar School"
"63","City Of Calgary","Open (Outbreak, 2-4 cases)","Gobind Sarvar School"
"64","City Of Calgary","Open (Outbreak, 2-4 cases)","CLS Lord Beaverbrook Writing Centre"
"65","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Clare"
"66","City Of Calgary","Open (Outbreak, 2-4 cases)","Alex Ferguson School"
"67","City Of Calgary","Open (Outbreak, 2-4 cases)","West Ridge School"
"68","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Sebastian Elementary School"
"69","City Of Calgary","Open (Outbreak, 2-4 cases)","Joane Cardinal-Schubert High School"
"70","City Of Calgary","Open (Outbreak, 2-4 cases)","Bishop Grandin High School"
"71","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Augustine Elementary Junior High School"
"72","City Of Calgary","Open (Outbreak, 2-4 cases)","Panorama Hills School"
"73","City Of Calgary","Open (Outbreak, 2-4 cases)","Catherine Nichols Gunn School"
"74","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Jean Brebeuf School"
"75","City Of Calgary","Open (Outbreak, 2-4 cases)","Fairview School"
"76","City Of Calgary","Open (Outbreak, 2-4 cases)","Renfrew Educational Services-Janice McTighe Centre"
"77","City Of Chestermere","Open (Outbreak, 2-4 cases)","Chestermere Lake Middle School"
"78","City Of Edmonton","Open (Outbreak, 2-4 cases)","Holy Trinity"
"79","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Brendan School"
"80","City Of Edmonton","Open (Outbreak, 2-4 cases)","J Percy Page School"
"81","City Of Edmonton","Open (Outbreak, 2-4 cases)","Evansdale School"
"82","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. John Bosco"
"83","City Of Edmonton","Open (Outbreak, 2-4 cases)","Victoria School"
"84","City Of Edmonton","Open (Outbreak, 2-4 cases)","Scott Robertson School"
"85","City Of Edmonton","Open (Outbreak, 2-4 cases)","Norwood School"
"86","City Of Edmonton","Open (Outbreak, 2-4 cases)","Vernon Barford School"
"87","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Nicholas"
"88","City Of Edmonton","Open (Outbreak, 2-4 cases)","Glengarry School"
"89","City Of Edmonton","Open (Outbreak, 2-4 cases)","John A. McDougall School"
"90","City Of Edmonton","Open (Outbreak, 2-4 cases)","Al-Mustafa Academy"
"91","City Of Edmonton","Open (Outbreak, 2-4 cases)","Dunluce School"
"92","City Of Edmonton","Open (Outbreak, 2-4 cases)","Sir John Thompson"
"93","City Of Edmonton","Open (Outbreak, 2-4 cases)","J. J. Bowlen"
"94","City Of Edmonton","Open (Outbreak, 2-4 cases)","Hilwie Hamdon School"
"95","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Clement"
"96","City Of Edmonton","Open (Outbreak, 2-4 cases)","John D Bracco School"
"97","City Of Edmonton","Open (Outbreak, 2-4 cases)","Meadowlark Christian School"
"98","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","Riverstone Public School"
"99","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","Grande Prairie Christian School"
"100","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","St. Joseph Catholic High School"
"101","City Of Leduc","Open (Outbreak, 2-4 cases)","Christ the King School"
"102","City Of Lethbridge","Open (Outbreak, 2-4 cases)","St. Teresa of Calcutta School"
"103","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Ecole La Verendrye"
"104","City Of Lethbridge","Open (Outbreak, 2-4 cases)","St. Francis Junior High School"
"105","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Ecole St. Mary School"
"106","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Immanuel Christian Secondary School"
"107","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Gilbert Paterson Middle School"
"108","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Catholic Central High School"
"109","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Wilson Middle School"
"110","City Of Lethbridge","Open (Outbreak, 2-4 cases)","General Stewart School"
"111","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Senator Joyce Fairbairn Middle School"
"112","City Of Medicine Hat","Open (Outbreak, 2-4 cases)","Crestwood School"
"113","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","Prescott Learning Centre"
"114","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","Copperhaven School"
"115","City Of St. Albert","Open (Outbreak, 2-4 cases)","Ecole La Mission"
"116","City Of St. Albert","Open (Outbreak, 2-4 cases)","Bellerose Composite High School"
"117","County Of Grande Prairie No. 1","Open (Outbreak, 2-4 cases)","St. Mary's Catholic School"
"118","Kneehill County","Open (Outbreak, 2-4 cases)","Trochu Valley School"
"119","Municipal District Of Opportunity No. 17","Open (Outbreak, 2-4 cases)","Calling Lake School"
"120","Municipal District Of Taber","Open (Outbreak, 2-4 cases)","W. R. Myers High School"
"121","Municipal District Of Willow Creek No. 26","Open (Outbreak, 2-4 cases)","Willow Creek Composite High School"
"122","Municipality Of Jasper","Open (Outbreak, 2-4 cases)","Jasper Junior Senior High School"
"123","Ponoka County","Open (Outbreak, 2-4 cases)","Ponoka Secondary Campus"
"124","Strathcona County","Open (Outbreak, 2-4 cases)","Salisbury Composite High School"
"125","Strathcona County","Open (Outbreak, 2-4 cases)","Holy Spirit Catholic School"
"126","Strathcona County","Open (Outbreak, 2-4 cases)","St. Theresa Catholic School"
"127","Westlock County","Open (Outbreak, 2-4 cases)","Westlock Elementary School"
"128","Athabasca County","Open","No school status to report"
"129","Beaver County","Open","No school status to report"
"130","Big Lakes County","Open","No school status to report"
"131","Birch Hills County","Open","No school status to report"
"132","Brazeau County","Open","No school status to report"
"133","Camrose County","Open","No school status to report"
"134","Cardston County","Open","No school status to report"
"135","City Of Beaumont","Open","No school status to report"
"136","City Of Camrose","Open","No school status to report"
"137","City Of Cold Lake","Open","No school status to report"
"138","City Of Fort Saskatchewan","Open","No school status to report"
"139","City Of Lacombe","Open","No school status to report"
"140","City Of Lloydminster","Open","No school status to report"
"141","City Of Wetaskiwin","Open","No school status to report"
"142","Clear Hills County","Open","No school status to report"
"143","Clearwater County","Open","No school status to report"
"144","County Of Barrhead No. 11","Open","No school status to report"
"145","County Of Forty Mile No. 8","Open","No school status to report"
"146","County Of Minburn No. 27","Open","No school status to report"
"147","County Of Newell","Open","No school status to report"
"148","County Of Northern Lights","Open","No school status to report"
"149","County Of Paintearth No. 18","Open","No school status to report"
"150","County Of St. Paul No. 19","Open","No school status to report"
"151","County Of Stettler No. 6","Open","No school status to report"
"152","County Of Two Hills No. 21","Open","No school status to report"
"153","County Of Vermilion River","Open","No school status to report"
"154","County Of Warner No. 5","Open","No school status to report"
"155","County Of Wetaskiwin No. 10","Open","No school status to report"
"156","Cypress County","Open","No school status to report"
