"","Region name","School status","Schools details"
"78","Lac Ste. Anne County","Open","No school status to report"
"79","Lacombe County","Open","No school status to report"
"80","Lamont County","Open","No school status to report"
"81","Leduc County","Open","No school status to report"
"82","Lethbridge County","Open","No school status to report"
"83","Mackenzie County","Open","No school status to report"
"84","Mountain View County","Open","No school status to report"
"85","Municipal District Of Acadia No. 34","Open","No school status to report"
"86","Municipal District Of Bighorn No. 8","Open","No school status to report"
"87","Municipal District Of Bonnyville No. 87","Open","No school status to report"
"88","Municipal District Of Fairview No. 136","Open","No school status to report"
"89","Municipal District Of Greenview No. 16","Open","No school status to report"
"90","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"91","Municipal District Of Opportunity No. 17","Open","No school status to report"
"92","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
"93","Municipal District Of Provost No. 52","Open","No school status to report"
"94","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"95","Municipal District Of Smoky River No. 130","Open","No school status to report"
"96","Municipal District Of Spirit River No. 133","Open","No school status to report"
"97","Municipal District Of Taber","Open","No school status to report"
"98","Municipal District Of Wainwright No. 61","Open","No school status to report"
"99","Municipal District Of Willow Creek No. 26","Open","No school status to report"
"100","Municipality Of Crowsnest Pass","Open","No school status to report"
"101","Municipality Of Jasper","Open","No school status to report"
"102","Northern Sunrise County","Open","No school status to report"
"103","Parkland County","Open","No school status to report"
"104","Ponoka County","Open","No school status to report"
"105","Red Deer County","Open","No school status to report"
"106","Rocky View County","Open","No school status to report"
"107","Saddle Hills County","Open","No school status to report"
"108","Smoky Lake County","Open","No school status to report"
"109","Special Areas No. 2","Open","No school status to report"
"110","Special Areas No. 3","Open","No school status to report"
"111","Special Areas No. 4","Open","No school status to report"
"112","Starland County","Open","No school status to report"
"113","Strathcona County","Open","No school status to report"
"114","Sturgeon County","Open","No school status to report"
"115","Thorhild County","Open","No school status to report"
"116","Town Of Canmore","Open","No school status to report"
"117","Town Of Cochrane","Open","No school status to report"
"118","Town Of Drumheller","Open","No school status to report"
"119","Town Of High River","Open","No school status to report"
"120","Town Of Hinton","Open","No school status to report"
"121","Town Of Morinville","Open","No school status to report"
"122","Town Of Olds","Open","No school status to report"
"123","Town Of Stony Plain","Open","No school status to report"
"124","Town Of Strathmore","Open","No school status to report"
"125","Town Of Sylvan Lake","Open","No school status to report"
"126","Town Of Whitecourt","Open","No school status to report"
"127","Vulcan County","Open","No school status to report"
"128","Westlock County","Open","No school status to report"
"129","Wheatland County","Open","No school status to report"
"130","Woodlands County","Open","No school status to report"
"131","Yellowhead County","Open","No school status to report"
