"","Region name","School status","Schools details"
"1","City Of Calgary","Watch","St. Wilfrid Elementary School"
"2","City Of Edmonton","Watch","Vimy Ridge"
"3","City Of Edmonton","Watch","Highlands School"
"4","City Of Edmonton","Watch","Austin O'Brien"
"5","City Of Calgary","Open (Outbreak, 2-4 cases)","Canyon Meadows School"
"6","City Of Calgary","Open (Outbreak, 2-4 cases)","Notre Dame High School"
"7","City Of Calgary","Open (Outbreak, 2-4 cases)","Lester B. Pearson High School"
"8","City Of Calgary","Open (Outbreak, 2-4 cases)","Henry Wise Wood High School"
"9","City Of Calgary","Open (Outbreak, 2-4 cases)","Auburn Bay School"
"10","City Of Calgary","Open (Outbreak, 2-4 cases)","Crescent Heights High School"
"11","City Of Calgary","Open (Outbreak, 2-4 cases)","Chris Akkerman School"
"12","City Of Calgary","Open (Outbreak, 2-4 cases)","Saddle Ridge School"
"13","City Of Calgary","Open (Outbreak, 2-4 cases)","Apostles of Jesus"
"14","City Of Edmonton","Open (Outbreak, 2-4 cases)","Centre High"
"15","City Of Edmonton","Open (Outbreak, 2-4 cases)","Ross Sheppard High School"
"16","City Of Edmonton","Open (Outbreak, 2-4 cases)","Holy Trinity"
"17","City Of Edmonton","Open (Outbreak, 2-4 cases)","Parkview School"
"18","City Of Edmonton","Open (Outbreak, 2-4 cases)","McNally School"
"19","City Of Edmonton","Open (Outbreak, 2-4 cases)","Ecole Pere-Lacombe"
"20","City Of Edmonton","Open (Outbreak, 2-4 cases)","Waverley School"
"21","City Of Edmonton","Open (Outbreak, 2-4 cases)","Riverbend School"
"22","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Chinook High School"
"23","City Of St. Albert","Open (Outbreak, 2-4 cases)","Richard S Fowler Catholic Junior High School"
"24","Municipal District Of Peace No. 135","Open (Outbreak, 2-4 cases)","Springfield Elementary School"
"25","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Holy Trinity High School"
"26","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","St. Gabriel School"
"27","Town Of Okotoks","Open (Outbreak, 2-4 cases)","Foothills Composite High School"
"28","Athabasca County","Open","No school status to report"
"29","Beaver County","Open","No school status to report"
"30","Big Lakes County","Open","No school status to report"
"31","Birch Hills County","Open","No school status to report"
"32","Brazeau County","Open","No school status to report"
"33","Camrose County","Open","No school status to report"
"34","Cardston County","Open","No school status to report"
"35","City Of Airdrie","Open","No school status to report"
"36","City Of Beaumont","Open","No school status to report"
"37","City Of Brooks","Open","No school status to report"
"38","City Of Camrose","Open","No school status to report"
"39","City Of Chestermere","Open","No school status to report"
"40","City Of Cold Lake","Open","No school status to report"
"41","City Of Fort Saskatchewan","Open","No school status to report"
"42","City Of Grande Prairie","Open","No school status to report"
"43","City Of Lacombe","Open","No school status to report"
"44","City Of Leduc","Open","No school status to report"
"45","City Of Lloydminster","Open","No school status to report"
"46","City Of Medicine Hat","Open","No school status to report"
"47","City Of Red Deer","Open","No school status to report"
"48","City Of Spruce Grove","Open","No school status to report"
"49","City Of Wetaskiwin","Open","No school status to report"
"50","Clear Hills County","Open","No school status to report"
"51","Clearwater County","Open","No school status to report"
"52","County Of Barrhead No. 11","Open","No school status to report"
"53","County Of Forty Mile No. 8","Open","No school status to report"
"54","County Of Grande Prairie No. 1","Open","No school status to report"
"55","County Of Minburn No. 27","Open","No school status to report"
"56","County Of Newell","Open","No school status to report"
"57","County Of Northern Lights","Open","No school status to report"
"58","County Of Paintearth No. 18","Open","No school status to report"
"59","County Of St. Paul No. 19","Open","No school status to report"
"60","County Of Stettler No. 6","Open","No school status to report"
"61","County Of Two Hills No. 21","Open","No school status to report"
"62","County Of Vermilion River","Open","No school status to report"
"63","County Of Warner No. 5","Open","No school status to report"
"64","County Of Wetaskiwin No. 10","Open","No school status to report"
"65","Cypress County","Open","No school status to report"
"66","Flagstaff County","Open","No school status to report"
"67","Foothills County","Open","No school status to report"
"68","I.d. No. 12 (Jasper National Park)","Open","No schools listed in this geography."
"69","I.d. No. 13 (Elk Island)","Open","No schools listed in this geography."
"70","I.d. No. 24 (Wood Buffalo)","Open","No school status to report"
"71","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"72","I.d. No. 349","Open","No schools listed in this geography."
"73","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"74","I.d. No. 9 (Banff)","Open","No school status to report"
"75","Kananaskis Improvement District","Open","No schools listed in this geography."
"76","Kneehill County","Open","No school status to report"
"77","Lac La Biche County","Open","No school status to report"
