"","Region name","School status","Schools details"
"146","Ponoka County","Open (Outbreak, 2-4 cases)","Ponoka Secondary Campus"
"147","Rocky View County","Open (Outbreak, 2-4 cases)","Edge School"
"148","Strathcona County","Open (Outbreak, 2-4 cases)","Salisbury Composite High School"
"149","Strathcona County","Open (Outbreak, 2-4 cases)","Holy Spirit Catholic School"
"150","Strathcona County","Open (Outbreak, 2-4 cases)","St. Theresa Catholic School"
"151","Strathcona County","Open (Outbreak, 2-4 cases)","Strathcona Christian Academy"
"152","Sturgeon County","Open (Outbreak, 2-4 cases)","Gibbons School"
"153","Town Of Cochrane","Open (Outbreak, 2-4 cases)","Cochrane High School"
"154","Town Of Whitecourt","Open (Outbreak, 2-4 cases)","Percy Baxter Middle School"
"155","Westlock County","Open (Outbreak, 2-4 cases)","Westlock Elementary School"
"156","Athabasca County","Open","No school status to report"
"157","Beaver County","Open","No school status to report"
"158","Big Lakes County","Open","No school status to report"
"159","Birch Hills County","Open","No school status to report"
"160","Brazeau County","Open","No school status to report"
"161","Camrose County","Open","No school status to report"
"162","Cardston County","Open","No school status to report"
"163","City Of Beaumont","Open","No school status to report"
"164","City Of Camrose","Open","No school status to report"
"165","City Of Cold Lake","Open","No school status to report"
"166","City Of Lacombe","Open","No school status to report"
"167","City Of Lloydminster","Open","No school status to report"
"168","City Of Red Deer","Open","No school status to report"
"169","Clear Hills County","Open","No school status to report"
"170","Clearwater County","Open","No school status to report"
"171","County Of Barrhead No. 11","Open","No school status to report"
"172","County Of Forty Mile No. 8","Open","No school status to report"
"173","County Of Minburn No. 27","Open","No school status to report"
"174","County Of Northern Lights","Open","No school status to report"
"175","County Of Paintearth No. 18","Open","No school status to report"
"176","County Of St. Paul No. 19","Open","No school status to report"
"177","County Of Stettler No. 6","Open","No school status to report"
"178","County Of Two Hills No. 21","Open","No school status to report"
"179","County Of Vermilion River","Open","No school status to report"
"180","County Of Warner No. 5","Open","No school status to report"
"181","County Of Wetaskiwin No. 10","Open","No school status to report"
"182","Cypress County","Open","No school status to report"
"183","Flagstaff County","Open","No school status to report"
"184","Foothills County","Open","No school status to report"
"185","I.d. No. 12 (Jasper National Park)","Open","No schools listed in this geography."
"186","I.d. No. 13 (Elk Island)","Open","No schools listed in this geography."
"187","I.d. No. 24 (Wood Buffalo)","Open","No school status to report"
"188","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"189","I.d. No. 349","Open","No schools listed in this geography."
"190","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"191","I.d. No. 9 (Banff)","Open","No school status to report"
"192","Kananaskis Improvement District","Open","No schools listed in this geography."
"193","Lac La Biche County","Open","No school status to report"
"194","Lac Ste. Anne County","Open","No school status to report"
"195","Lacombe County","Open","No school status to report"
"196","Leduc County","Open","No school status to report"
"197","Mackenzie County","Open","No school status to report"
"198","Mountain View County","Open","No school status to report"
"199","Municipal District Of Acadia No. 34","Open","No school status to report"
"200","Municipal District Of Bighorn No. 8","Open","No school status to report"
"201","Municipal District Of Bonnyville No. 87","Open","No school status to report"
"202","Municipal District Of Fairview No. 136","Open","No school status to report"
"203","Municipal District Of Greenview No. 16","Open","No school status to report"
"204","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"205","Municipal District Of Peace No. 135","Open","No school status to report"
"206","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
"207","Municipal District Of Provost No. 52","Open","No school status to report"
"208","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"209","Municipal District Of Smoky River No. 130","Open","No school status to report"
"210","Municipal District Of Spirit River No. 133","Open","No school status to report"
"211","Municipal District Of Wainwright No. 61","Open","No school status to report"
"212","Municipality Of Crowsnest Pass","Open","No school status to report"
"213","Municipality Of Jasper","Open","No school status to report"
"214","Northern Sunrise County","Open","No school status to report"
"215","Parkland County","Open","No school status to report"
"216","Red Deer County","Open","No school status to report"
"217","Regional Municipality Of Wood Buffalo","Open","No school status to report"
"218","Saddle Hills County","Open","No school status to report"
"219","Smoky Lake County","Open","No school status to report"
"220","Special Areas No. 2","Open","No school status to report"
"221","Special Areas No. 3","Open","No school status to report"
"222","Special Areas No. 4","Open","No school status to report"
"223","Starland County","Open","No school status to report"
"224","Thorhild County","Open","No school status to report"
"225","Town Of Canmore","Open","No school status to report"
"226","Town Of Drumheller","Open","No school status to report"
"227","Town Of High River","Open","No school status to report"
"228","Town Of Hinton","Open","No school status to report"
"229","Town Of Okotoks","Open","No school status to report"
"230","Town Of Olds","Open","No school status to report"
"231","Town Of Stony Plain","Open","No school status to report"
"232","Town Of Strathmore","Open","No school status to report"
"233","Town Of Sylvan Lake","Open","No school status to report"
"234","Vulcan County","Open","No school status to report"
"235","Wheatland County","Open","No school status to report"
"236","Woodlands County","Open","No school status to report"
"237","Yellowhead County","Open","No school status to report"
