Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,92761,636.81,5418540,37198.5,3332,22.87,"#1c819a"
Colombie-Britannique,20985,413.80,690920,13624,290,5.72,"#1c819a"
Alberta,38338,877.04,1295038,29625.8,401,9.17,"#1c819a"
Saskatchewan,4820,410.40,230068,19589.2,29,2.47,"#1c819a"
Manitoba,10453,763.29,296624,21659.8,152,11.10,"#1c819a"
Nouveau-Brunswick,364,46.86,89332,11499.6,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,301,57.71,56535,10840,4,0.77,"#1c819a"
Nouvelle-Écosse,1142,117.56,122751,12636.6,65,6.69,"#1c819a"
Île-du-Prince-Édouard,68,43.33,52569,33494.7,0,0.00,"#1c819a"
