Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,57681,395.98,4165218,28594.4,2997,20.57,"#1c819a"
Colombie-Britannique,10185,200.83,493698,9735.1,245,4.83,"#1c819a"
Alberta,19995,457.41,1085790,24839,282,6.45,"#1c819a"
Saskatchewan,2034,173.19,172732,14707.3,24,2.04,"#1c819a"
Manitoba,2428,177.30,197550,14425.3,30,2.19,"#1c819a"
Nouveau-Brunswick,238,30.64,72030,9272.3,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,279,53.50,46134,8845.7,4,0.77,"#1c819a"
Nouvelle-Écosse,1089,112.11,101273,10425.5,65,6.69,"#1c819a"
Île-du-Prince-Édouard,61,38.87,40572,25850.8,0,0.00,"#1c819a"
