Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,65075,446.74,4536905,31146.1,3050,20.94,"#1c819a"
Colombie-Britannique,11687,230.45,543791,10722.8,253,4.99,"#1c819a"
Alberta,22673,518.68,1186035,27132.2,292,6.68,"#1c819a"
Saskatchewan,2396,204.01,189170,16106.9,25,2.13,"#1c819a"
Manitoba,3382,246.96,220294,16086.1,42,3.07,"#1c819a"
Nouveau-Brunswick,313,40.29,78880,10154.1,3,0.39,"#1c819a"
Terre-Neuve-et-Labrador,287,55.03,48914,9378.7,4,0.77,"#1c819a"
Nouvelle-Écosse,1097,112.93,106360,10949.2,65,6.69,"#1c819a"
Île-du-Prince-Édouard,63,40.14,43530,27735.5,0,0.00,"#1c819a"
