Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,45676,313.57,3321425,22801.7,2825,19.39,"#1c819a"
Colombie-Britannique,7663,151.10,370060,7297.1,220,4.34,"#1c819a"
Alberta,16274,372.29,902148,20637.9,254,5.81,"#1c819a"
Saskatchewan,1757,149.60,138389,11783.2,24,2.04,"#1c819a"
Manitoba,1500,109.53,156387,11419.6,16,1.17,"#1c819a"
Nouveau-Brunswick,194,24.97,59298,7633.4,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,271,51.96,36596,7016.9,3,0.58,"#1c819a"
Nouvelle-Écosse,1086,111.80,86443,8898.9,65,6.69,"#1c819a"
Île-du-Prince-Édouard,57,36.32,32716,20845.3,0,0.00,"#1c819a"
