Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,55945,384.06,4074870,27974.2,2988,20.51,"#1c819a"
Colombie-Britannique,9956,196.32,480828,9481.3,244,4.81,"#1c819a"
Alberta,19354,442.75,1012136,23154,281,6.43,"#1c819a"
Saskatchewan,1994,169.78,169712,14450.2,24,2.04,"#1c819a"
Manitoba,2278,166.34,191881,14011.4,27,1.97,"#1c819a"
Nouveau-Brunswick,222,28.58,70602,9088.5,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,277,53.11,45170,8660.9,4,0.77,"#1c819a"
Nouvelle-Écosse,1089,112.11,99867,10280.8,65,6.69,"#1c819a"
Île-du-Prince-Édouard,61,38.87,39806,25362.7,0,0.00,"#1c819a"
