Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,94009,645.38,5459366,37478.8,3361,23.07,"#1c819a"
Colombie-Britannique,20985,413.80,690920,13624,290,5.72,"#1c819a"
Alberta,39329,899.71,1295038,29625.8,407,9.31,"#1c819a"
Saskatchewan,5001,425.81,232009,19754.5,31,2.64,"#1c819a"
Manitoba,10947,799.36,296624,21659.8,162,11.83,"#1c819a"
Nouveau-Brunswick,367,47.24,89665,11542.5,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,303,58.10,56662,10864.3,4,0.77,"#1c819a"
Nouvelle-Écosse,1144,117.77,123194,12682.2,65,6.69,"#1c819a"
Île-du-Prince-Édouard,68,43.33,52748,33608.8,0,0.00,"#1c819a"
