Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,69331,475.96,4710753,32339.5,3086,21.19,"#1c819a"
Colombie-Britannique,12554,247.55,581804,11472.4,256,5.05,"#1c819a"
Alberta,24261,555.00,1220803,27663,300,6.86,"#1c819a"
Saskatchewan,2669,227.25,197497,16816,25,2.13,"#1c819a"
Manitoba,4088,298.51,229636,16768.3,50,3.65,"#1c819a"
Nouveau-Brunswick,326,41.97,81016,10429.1,4,0.51,"#1c819a"
Terre-Neuve-et-Labrador,289,55.41,50508,9684.4,4,0.77,"#1c819a"
Nouvelle-Écosse,1100,113.24,109460,11268.3,65,6.69,"#1c819a"
Île-du-Prince-Édouard,64,40.78,45983,29298.4,0,0.00,"#1c819a"
