Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,47752,327.82,3496348,24002.6,2832,19.44,"#1c819a"
Colombie-Britannique,8304,163.74,391990,7729.5,227,4.48,"#1c819a"
Alberta,16889,386.36,942342,21557.4,258,5.90,"#1c819a"
Saskatchewan,1824,155.31,146883,12506.4,24,2.04,"#1c819a"
Manitoba,1632,119.17,163186,11916,18,1.31,"#1c819a"
Nouveau-Brunswick,196,25.23,61681,7940.1,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,272,52.15,38598,7400.7,3,0.58,"#1c819a"
Nouvelle-Écosse,1087,111.90,89617,9225.6,65,6.69,"#1c819a"
Île-du-Prince-Édouard,57,36.32,34165,21768.5,0,0.00,"#1c819a"
