Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,60692,416.65,4316254,29631.3,3017,20.71,"#1c819a"
Colombie-Britannique,10734,211.66,501496,9888.8,250,4.93,"#1c819a"
Alberta,20956,479.40,1085790,24839,286,6.54,"#1c819a"
Saskatchewan,2174,185.11,179463,15280.4,25,2.13,"#1c819a"
Manitoba,2779,202.93,207039,15118.2,35,2.56,"#1c819a"
Nouveau-Brunswick,284,36.56,74678,9613.2,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,283,54.26,47064,9024,4,0.77,"#1c819a"
Nouvelle-Écosse,1092,112.42,102916,10594.7,65,6.69,"#1c819a"
Île-du-Prince-Édouard,63,40.14,41527,26459.3,0,0.00,"#1c819a"
