Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,78705,540.31,5030198,34532.5,3166,21.73,"#1c819a"
Colombie-Britannique,15800,311.55,631073,12443.9,272,5.36,"#1c819a"
Alberta,29932,684.74,1288349,29472.8,338,7.73,"#1c819a"
Saskatchewan,3373,287.20,214257,18243,25,2.13,"#1c819a"
Manitoba,6377,465.66,259492,18948.4,85,6.21,"#1c819a"
Nouveau-Brunswick,344,44.28,85026,10945.3,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,291,55.80,53195,10199.6,4,0.77,"#1c819a"
Nouvelle-Écosse,1114,114.68,114392,11776.1,65,6.69,"#1c819a"
Île-du-Prince-Édouard,64,40.78,49094,31280.6,0,0.00,"#1c819a"
