Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,85395,586.24,5234040,35931.9,3245,22.28,"#1c819a"
Colombie-Britannique,18714,369.02,652024,12857,281,5.54,"#1c819a"
Alberta,34160,781.46,1295038,29625.8,369,8.44,"#1c819a"
Saskatchewan,4087,347.99,223259,19009.5,29,2.47,"#1c819a"
Manitoba,8495,620.32,281773,20575.4,109,7.96,"#1c819a"
Nouveau-Brunswick,355,45.70,87508,11264.8,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,297,56.95,54965,10538.9,4,0.77,"#1c819a"
Nouvelle-Écosse,1129,116.22,118827,12232.6,65,6.69,"#1c819a"
Île-du-Prince-Édouard,66,42.05,50915,32440.9,0,0.00,"#1c819a"
