Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,50531,346.90,3723464,25561.7,2840,19.50,"#1c819a"
Colombie-Britannique,8908,175.65,422878,8338.6,233,4.59,"#1c819a"
Alberta,17749,406.03,1001638,22913.9,265,6.06,"#1c819a"
Saskatchewan,1892,161.10,156720,13344,24,2.04,"#1c819a"
Manitoba,1919,140.13,174984,12777.5,20,1.46,"#1c819a"
Nouveau-Brunswick,200,25.75,65428,8422.5,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,273,52.34,41130,7886.2,3,0.58,"#1c819a"
Nouvelle-Écosse,1087,111.90,94198,9697.2,65,6.69,"#1c819a"
Île-du-Prince-Édouard,58,36.96,36605,23323.2,0,0.00,"#1c819a"
