Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,84153,577.71,5206568,35743.3,3233,22.19,"#1c819a"
Colombie-Britannique,17716,349.34,652024,12857,276,5.44,"#1c819a"
Alberta,33504,766.45,1295038,29625.8,363,8.30,"#1c819a"
Saskatchewan,3897,331.81,221644,18872,28,2.38,"#1c819a"
Manitoba,8130,593.66,270689,19766,106,7.74,"#1c819a"
Nouveau-Brunswick,354,45.57,87272,11234.4,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,297,56.95,54686,10485.4,4,0.77,"#1c819a"
Nouvelle-Écosse,1128,116.12,118072,12154.9,65,6.69,"#1c819a"
Île-du-Prince-Édouard,66,42.05,50748,32334.5,0,0.00,"#1c819a"
