Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,105501,724.27,5762905,39562.6,3505,24.06,"#1c819a"
Colombie-Britannique,27407,540.43,735429,14501.7,348,6.86,"#1c819a"
Alberta,48421,1107.70,1395280,31919,476,10.89,"#1c819a"
Saskatchewan,6708,571.16,246292,20970.6,37,3.15,"#1c819a"
Manitoba,14087,1028.65,326615,23849.8,236,17.23,"#1c819a"
Nouveau-Brunswick,445,57.28,94437,12156.8,7,0.90,"#1c819a"
Terre-Neuve-et-Labrador,321,61.55,59332,11376.3,4,0.77,"#1c819a"
Nouvelle-Écosse,1190,122.50,130251,13408.7,65,6.69,"#1c819a"
Île-du-Prince-Édouard,69,43.96,55077,35092.7,0,0.00,"#1c819a"
