Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,54199,372.08,3955405,27154,2975,20.42,"#1c819a"
Colombie-Britannique,9381,184.98,459797,9066.6,238,4.69,"#1c819a"
Alberta,18357,419.94,1012136,23154,272,6.22,"#1c819a"
Saskatchewan,1959,166.80,165343,14078.2,24,2.04,"#1c819a"
Manitoba,2140,156.27,182263,13309.1,23,1.68,"#1c819a"
Nouveau-Brunswick,201,25.87,69308,8921.9,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,277,53.11,44122,8459.9,4,0.77,"#1c819a"
Nouvelle-Écosse,1089,112.11,98384,10128.1,65,6.69,"#1c819a"
Île-du-Prince-Édouard,61,38.87,38821,24735.1,0,0.00,"#1c819a"
