Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,113038,776.01,5979414,41048.9,3624,24.88,"#1c819a"
Colombie-Britannique,30884,608.99,783409,15447.8,395,7.79,"#1c819a"
Alberta,54836,1254.45,1445984,33078.9,524,11.99,"#1c819a"
Saskatchewan,7888,671.63,256171,21811.8,45,3.83,"#1c819a"
Manitoba,16118,1176.96,338105,24688.8,290,21.18,"#1c819a"
Nouveau-Brunswick,481,61.92,98513,12681.5,7,0.90,"#1c819a"
Terre-Neuve-et-Labrador,333,63.85,61834,11856,4,0.77,"#1c819a"
Nouvelle-Écosse,1280,131.77,139261,14336.2,65,6.69,"#1c819a"
Île-du-Prince-Édouard,72,45.88,58524,37289,0,0.00,"#1c819a"
