Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,47274,324.54,3463275,23775.5,2829,19.42,"#1c819a"
Colombie-Britannique,8208,161.85,386437,7620,227,4.48,"#1c819a"
Alberta,16739,382.93,932912,21341.7,256,5.86,"#1c819a"
Saskatchewan,1814,154.45,145600,12397.2,24,2.04,"#1c819a"
Manitoba,1608,117.42,161953,11826,18,1.31,"#1c819a"
Nouveau-Brunswick,196,25.23,61198,7877.9,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,272,52.15,38139,7312.7,3,0.58,"#1c819a"
Nouvelle-Écosse,1086,111.80,89084,9170.7,65,6.69,"#1c819a"
Île-du-Prince-Édouard,57,36.32,33979,21650,0,0.00,"#1c819a"
