Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,102378,702.83,5681788,39005.7,3472,23.84,"#1c819a"
Colombie-Britannique,25474,502.31,735429,14501.7,331,6.53,"#1c819a"
Alberta,45288,1036.03,1395280,31919,471,10.77,"#1c819a"
Saskatchewan,6237,531.05,242518,20649.3,33,2.81,"#1c819a"
Manitoba,13304,971.47,317596,23191.2,217,15.85,"#1c819a"
Nouveau-Brunswick,424,54.58,92885,11957,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,316,60.59,58658,11247,4,0.77,"#1c819a"
Nouvelle-Écosse,1168,120.24,128490,13227.4,65,6.69,"#1c819a"
Île-du-Prince-Édouard,68,43.33,54651,34821.3,0,0.00,"#1c819a"
