Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,80690,553.94,5092417,34959.7,3195,21.93,"#1c819a"
Colombie-Britannique,16560,326.54,640454,12628.9,273,5.38,"#1c819a"
Alberta,30447,696.52,1295038,29625.8,343,7.85,"#1c819a"
Saskatchewan,3536,301.07,216492,18433.3,25,2.13,"#1c819a"
Manitoba,7177,524.07,267090,19503.2,91,6.64,"#1c819a"
Nouveau-Brunswick,349,44.93,86166,11092,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,294,56.37,53851,10325.3,4,0.77,"#1c819a"
Nouvelle-Écosse,1119,115.20,115801,11921.1,65,6.69,"#1c819a"
Île-du-Prince-Édouard,64,40.78,49759,31704.3,0,0.00,"#1c819a"
