Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,74715,512.92,4902283,33654.4,3127,21.47,"#1c819a"
Colombie-Britannique,14381,283.57,611109,12050.3,263,5.19,"#1c819a"
Alberta,27664,632.85,1261145,28850.5,323,7.39,"#1c819a"
Saskatchewan,3066,261.06,207666,17681.8,25,2.13,"#1c819a"
Manitoba,5374,392.42,248031,18111.5,65,4.75,"#1c819a"
Nouveau-Brunswick,342,44.03,83668,10770.5,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,291,55.80,52145,9998.2,4,0.77,"#1c819a"
Nouvelle-Écosse,1104,113.65,112574,11588.9,65,6.69,"#1c819a"
Île-du-Prince-Édouard,64,40.78,47960,30558.1,0,0.00,"#1c819a"
