Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,73819,506.77,4862616,33382.1,3118,21.41,"#1c819a"
Colombie-Britannique,14109,278.21,605621,11942,262,5.17,"#1c819a"
Alberta,27042,618.62,1261145,28850.5,318,7.27,"#1c819a"
Saskatchewan,2990,254.58,206205,17557.4,25,2.13,"#1c819a"
Manitoba,4894,357.37,244827,17877.6,62,4.53,"#1c819a"
Nouveau-Brunswick,341,43.90,83307,10724,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,291,55.80,51876,9946.7,4,0.77,"#1c819a"
Nouvelle-Écosse,1102,113.45,111899,11519.4,65,6.69,"#1c819a"
Île-du-Prince-Édouard,64,40.78,47621,30342.1,0,0.00,"#1c819a"
