Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,118199,811.44,6103234,41899,3663,25.15,"#1c819a"
Colombie-Britannique,33894,668.34,802376,15821.8,457,9.01,"#1c819a"
Alberta,59484,1360.78,1473584,33710.3,551,12.60,"#1c819a"
Saskatchewan,8745,744.60,262262,22330.4,51,4.34,"#1c819a"
Manitoba,17107,1249.17,349309,25507,328,23.95,"#1c819a"
Nouveau-Brunswick,508,65.39,101550,13072.4,7,0.90,"#1c819a"
Terre-Neuve-et-Labrador,339,65.00,62844,12049.7,4,0.77,"#1c819a"
Nouvelle-Écosse,1315,135.37,146919,15124.5,65,6.69,"#1c819a"
Île-du-Prince-Édouard,72,45.88,60683,38664.6,0,0.00,"#1c819a"
