Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,88209,605.56,5297719,36369.1,3275,22.48,"#1c819a"
Colombie-Britannique,19239,379.37,672828,13267.3,284,5.60,"#1c819a"
Alberta,35545,813.14,1295038,29625.8,383,8.76,"#1c819a"
Saskatchewan,4326,368.34,225311,19184.2,29,2.47,"#1c819a"
Manitoba,9308,679.68,283729,20718.2,123,8.98,"#1c819a"
Nouveau-Brunswick,355,45.70,88173,11350.4,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,298,57.14,55528,10646.9,4,0.77,"#1c819a"
Nouvelle-Écosse,1134,116.74,120346,12389,65,6.69,"#1c819a"
Île-du-Prince-Édouard,68,43.33,51607,32881.8,0,0.00,"#1c819a"
