Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,99372,682.19,5590045,38375.9,3443,23.64,"#1c819a"
Colombie-Britannique,24958,492.14,721552,14228,321,6.33,"#1c819a"
Alberta,42797,979.04,1381300,31599.2,451,10.32,"#1c819a"
Saskatchewan,5651,481.16,237911,20257,32,2.72,"#1c819a"
Manitoba,12482,911.45,314534,22967.7,198,14.46,"#1c819a"
Nouveau-Brunswick,392,50.46,91265,11748.4,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,308,59.06,57959,11113,4,0.77,"#1c819a"
Nouvelle-Écosse,1155,118.90,126670,13040,65,6.69,"#1c819a"
Île-du-Prince-Édouard,68,43.33,53927,34360,0,0.00,"#1c819a"
