Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,96745,664.16,5517229,37876,3383,23.22,"#1c819a"
Colombie-Britannique,23661,466.56,709169,13983.9,310,6.11,"#1c819a"
Alberta,40962,937.06,1295038,29625.8,432,9.88,"#1c819a"
Saskatchewan,5422,461.66,235771,20074.8,31,2.64,"#1c819a"
Manitoba,11608,847.63,308165,22502.6,179,13.07,"#1c819a"
Nouveau-Brunswick,379,48.79,90312,11625.8,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,305,58.48,57216,10970.5,4,0.77,"#1c819a"
Nouvelle-Écosse,1151,118.49,124654,12832.5,65,6.69,"#1c819a"
Île-du-Prince-Édouard,68,43.33,53342,33987.3,0,0.00,"#1c819a"
