Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,72885,500.36,4828160,33145.5,3108,21.34,"#1c819a"
Colombie-Britannique,13875,273.60,599675,11824.8,261,5.15,"#1c819a"
Alberta,26565,607.71,1255081,28440,313,7.16,"#1c819a"
Saskatchewan,2908,247.60,204806,17438.3,25,2.13,"#1c819a"
Manitoba,4701,343.27,241420,17628.8,61,4.45,"#1c819a"
Nouveau-Brunswick,337,43.38,82921,10674.3,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,291,55.80,51471,9869,4,0.77,"#1c819a"
Nouvelle-Écosse,1102,113.45,111254,11453,65,6.69,"#1c819a"
Île-du-Prince-Édouard,64,40.78,47237,30097.4,0,0.00,"#1c819a"
