Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,72051,494.63,4799131,32946.3,3103,21.30,"#1c819a"
Colombie-Britannique,13588,267.94,595565,11743.7,259,5.11,"#1c819a"
Alberta,26155,598.33,1250099,28326.7,309,7.07,"#1c819a"
Saskatchewan,2841,241.90,203169,17298.9,25,2.13,"#1c819a"
Manitoba,4532,330.93,237995,17378.7,58,4.24,"#1c819a"
Nouveau-Brunswick,334,43.00,82491,10619,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,291,55.80,51177,9812.6,4,0.77,"#1c819a"
Nouvelle-Écosse,1102,113.45,110637,11389.5,65,6.69,"#1c819a"
Île-du-Prince-Édouard,64,40.78,46730,29774.4,0,0.00,"#1c819a"
