Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,91180,625.95,5375169,36900.8,3312,22.74,"#1c819a"
Colombie-Britannique,20985,413.80,685140,13510,290,5.72,"#1c819a"
Alberta,37312,853.56,1295038,29625.8,398,9.10,"#1c819a"
Saskatchewan,4513,384.26,227752,19392,29,2.47,"#1c819a"
Manitoba,10216,745.98,296624,21659.8,137,10.00,"#1c819a"
Nouveau-Brunswick,358,46.08,88920,11446.6,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,299,57.33,56273,10789.7,4,0.77,"#1c819a"
Nouvelle-Écosse,1136,116.95,122003,12559.6,65,6.69,"#1c819a"
Île-du-Prince-Édouard,68,43.33,52224,33274.9,0,0.00,"#1c819a"
