Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,62908,431.87,4423309,30366.2,3031,20.81,"#1c819a"
Colombie-Britannique,11189,220.63,536667,10582.4,251,4.95,"#1c819a"
Alberta,21775,498.13,1171880,26808.4,288,6.59,"#1c819a"
Saskatchewan,2270,193.28,184063,15672.1,25,2.13,"#1c819a"
Manitoba,3173,231.70,213607,15597.8,38,2.77,"#1c819a"
Nouveau-Brunswick,297,38.23,77051,9918.7,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,287,55.03,48093,9221.3,4,0.77,"#1c819a"
Nouvelle-Écosse,1093,112.52,104758,10784.3,65,6.69,"#1c819a"
Île-du-Prince-Édouard,63,40.14,42832,27290.7,0,0.00,"#1c819a"
