Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,53633,368.19,3917041,26890.7,2968,20.38,"#1c819a"
Colombie-Britannique,9381,184.98,454637,8964.8,238,4.69,"#1c819a"
Alberta,18357,419.94,1012136,23154,272,6.22,"#1c819a"
Saskatchewan,1954,166.37,164291,13988.6,24,2.04,"#1c819a"
Manitoba,2108,153.93,182263,13309.1,22,1.61,"#1c819a"
Nouveau-Brunswick,201,25.87,68874,8866.1,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,276,52.92,43714,8381.7,4,0.77,"#1c819a"
Nouvelle-Écosse,1089,112.11,97863,10074.5,65,6.69,"#1c819a"
Île-du-Prince-Édouard,59,37.59,38669,24638.3,0,0.00,"#1c819a"
