Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,67527,463.58,4629335,31780.6,3071,21.08,"#1c819a"
Colombie-Britannique,12331,243.15,569400,11227.8,256,5.05,"#1c819a"
Alberta,23829,545.12,1212809,27481.7,296,6.77,"#1c819a"
Saskatchewan,2558,217.80,194064,16523.7,25,2.13,"#1c819a"
Manitoba,3773,275.51,227104,16583.4,47,3.43,"#1c819a"
Nouveau-Brunswick,322,41.45,80186,10322.2,4,0.51,"#1c819a"
Terre-Neuve-et-Labrador,288,55.22,49846,9557.4,4,0.77,"#1c819a"
Nouvelle-Écosse,1097,112.93,108136,11132,65,6.69,"#1c819a"
Île-du-Prince-Édouard,64,40.78,45311,28870.3,0,0.00,"#1c819a"
