Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,77655,533.11,5005747,34364.7,3152,21.64,"#1c819a"
Colombie-Britannique,15501,305.66,616774,12162,269,5.30,"#1c819a"
Alberta,27664,632.85,1267318,28991.7,323,7.39,"#1c819a"
Saskatchewan,3292,280.30,212932,18130.2,25,2.13,"#1c819a"
Manitoba,6275,458.21,256659,18741.6,80,5.84,"#1c819a"
Nouveau-Brunswick,344,44.28,84695,10902.7,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,291,55.80,52844,10132.3,4,0.77,"#1c819a"
Nouvelle-Écosse,1113,114.58,113937,11729.2,65,6.69,"#1c819a"
Île-du-Prince-Édouard,64,40.78,48751,31062.1,0,0.00,"#1c819a"
