Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,59139,405.99,4250762,29181.7,3005,20.63,"#1c819a"
Colombie-Britannique,10185,200.83,501496,9888.8,245,4.83,"#1c819a"
Alberta,19995,457.41,1085790,24839,282,6.45,"#1c819a"
Saskatchewan,2140,182.21,177910,15148.2,25,2.13,"#1c819a"
Manitoba,2655,193.87,197550,14425.3,34,2.48,"#1c819a"
Nouveau-Brunswick,278,35.79,74018,9528.2,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,283,54.26,46792,8971.9,4,0.77,"#1c819a"
Nouvelle-Écosse,1092,112.42,102476,10549.4,65,6.69,"#1c819a"
Île-du-Prince-Édouard,63,40.14,41407,26382.8,0,0.00,"#1c819a"
