Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,48087,330.12,3530626,24237.9,2835,19.46,"#1c819a"
Colombie-Britannique,8395,165.54,396474,7817.9,227,4.48,"#1c819a"
Alberta,17032,389.63,950201,21737.2,260,5.95,"#1c819a"
Saskatchewan,1830,155.82,148067,12607.2,24,2.04,"#1c819a"
Manitoba,1674,122.24,164875,12039.4,18,1.31,"#1c819a"
Nouveau-Brunswick,197,25.36,62333,8024.1,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,272,52.15,38959,7470,3,0.58,"#1c819a"
Nouvelle-Écosse,1087,111.90,90196,9285.2,65,6.69,"#1c819a"
Île-du-Prince-Édouard,58,36.96,34861,22212,0,0.00,"#1c819a"
