Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,51710,354.99,3795168,26054,2848,19.55,"#1c819a"
Colombie-Britannique,9138,180.19,433803,8554,234,4.61,"#1c819a"
Alberta,18062,413.19,1012136,23154,267,6.11,"#1c819a"
Saskatchewan,1913,162.88,158711,13513.5,24,2.04,"#1c819a"
Manitoba,1993,145.53,178777,13054.5,20,1.46,"#1c819a"
Nouveau-Brunswick,200,25.75,66947,8618,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,274,52.54,42005,8054,3,0.58,"#1c819a"
Nouvelle-Écosse,1088,112.00,95574,9838.8,65,6.69,"#1c819a"
Île-du-Prince-Édouard,59,37.59,37658,23994.1,0,0.00,"#1c819a"
