Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,61413,421.60,4347407,29845.1,3017,20.71,"#1c819a"
Colombie-Britannique,10892,214.78,526418,10380.3,250,4.93,"#1c819a"
Alberta,21199,484.96,1085790,24839,287,6.57,"#1c819a"
Saskatchewan,2199,187.23,180637,15380.4,25,2.13,"#1c819a"
Manitoba,2925,213.59,209302,15283.5,37,2.70,"#1c819a"
Nouveau-Brunswick,292,37.59,75325,9696.5,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,283,54.26,47366,9081.9,4,0.77,"#1c819a"
Nouvelle-Écosse,1092,112.42,103439,10648.5,65,6.69,"#1c819a"
Île-du-Prince-Édouard,65,41.42,41825,26649.1,0,0.00,"#1c819a"
