Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,89784,616.37,5335985,36631.8,3293,22.61,"#1c819a"
Colombie-Britannique,20368,401.63,672828,13267.3,288,5.68,"#1c819a"
Alberta,36405,832.82,1295038,29625.8,393,8.99,"#1c819a"
Saskatchewan,4437,377.79,226679,19300.7,29,2.47,"#1c819a"
Manitoba,9782,714.29,293101,21402.6,132,9.64,"#1c819a"
Nouveau-Brunswick,356,45.83,88553,11399.3,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,298,57.14,55936,10725.1,4,0.77,"#1c819a"
Nouvelle-Écosse,1134,116.74,121009,12457.2,65,6.69,"#1c819a"
Île-du-Prince-Édouard,68,43.33,51834,33026.4,0,0.00,"#1c819a"
