Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,76707,526.60,4978751,33844,3145,21.59,"#1c819a"
Colombie-Britannique,14381,283.57,616774,12068,263,5.19,"#1c819a"
Alberta,27664,632.85,1267318,28717,323,7.39,"#1c819a"
Saskatchewan,3218,274.00,211354,17886,25,2.13,"#1c819a"
Manitoba,6034,440.61,248031,18006,75,5.48,"#1c819a"
Nouveau-Brunswick,344,44.28,84444,10826,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,291,55.80,52657,10100,4,0.77,"#1c819a"
Nouvelle-Écosse,1111,114.37,113522,11614,65,6.69,"#1c819a"
Île-du-Prince-Édouard,64,40.78,48524,30681,0,0.00,"#1c819a"
