Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,63713,437.39,4466569,30663.2,3041,20.88,"#1c819a"
Colombie-Britannique,11189,220.63,543791,10722.8,251,4.95,"#1c819a"
Alberta,21775,498.13,1186035,27132.2,288,6.59,"#1c819a"
Saskatchewan,2306,196.35,185840,15823.4,25,2.13,"#1c819a"
Manitoba,3258,237.90,213607,15597.8,38,2.77,"#1c819a"
Nouveau-Brunswick,305,39.26,77808,10016.1,2,0.26,"#1c819a"
Terre-Neuve-et-Labrador,287,55.03,48371,9274.6,4,0.77,"#1c819a"
Nouvelle-Écosse,1095,112.72,105561,10866.9,65,6.69,"#1c819a"
Île-du-Prince-Édouard,63,40.14,43113,27469.8,0,0.00,"#1c819a"
