Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,109361,750.77,5869990,40297.7,3575,24.54,"#1c819a"
Colombie-Britannique,29973,591.03,769465,15172.8,384,7.57,"#1c819a"
Alberta,51878,1186.78,1432857,32778.6,510,11.67,"#1c819a"
Saskatchewan,7362,626.84,252048,21460.7,40,3.41,"#1c819a"
Manitoba,15288,1116.35,344807,25178.2,266,19.42,"#1c819a"
Nouveau-Brunswick,465,59.86,96909,12475,7,0.90,"#1c819a"
Terre-Neuve-et-Labrador,327,62.70,60578,11615.2,4,0.77,"#1c819a"
Nouvelle-Écosse,1257,129.40,134690,13865.6,65,6.69,"#1c819a"
Île-du-Prince-Édouard,70,44.60,56736,36149.8,0,0.00,"#1c819a"
