Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,103912,713.36,5726660,39313.8,3486,23.93,"#1c819a"
Colombie-Britannique,25474,502.31,735429,14501.7,331,6.53,"#1c819a"
Alberta,46872,1072.26,1395280,31919,471,10.77,"#1c819a"
Saskatchewan,6473,551.15,244578,20824.7,33,2.81,"#1c819a"
Manitoba,13544,989.00,317596,23191.2,229,16.72,"#1c819a"
Nouveau-Brunswick,430,55.35,93621,12051.7,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,319,61.16,59035,11319.3,4,0.77,"#1c819a"
Nouvelle-Écosse,1179,121.37,129339,13314.8,65,6.69,"#1c819a"
Île-du-Prince-Édouard,68,43.33,54811,34923.3,0,0.00,"#1c819a"
