Province,Cas,TauxCas,Tests,TauxTests,Deces,TauxDeces,Color
Ontario,82825,568.60,5170219,35493.8,3220,22.11,"#1c819a"
Colombie-Britannique,17716,349.34,652024,12857,276,5.44,"#1c819a"
Alberta,32777,749.82,1295038,29625.8,357,8.17,"#1c819a"
Saskatchewan,3738,318.27,219793,18714.4,27,2.30,"#1c819a"
Manitoba,7689,561.46,270689,19766,103,7.52,"#1c819a"
Nouveau-Brunswick,353,45.44,87001,11199.5,6,0.77,"#1c819a"
Terre-Neuve-et-Labrador,296,56.75,54439,10438.1,4,0.77,"#1c819a"
Nouvelle-Écosse,1125,115.81,117501,12096.1,65,6.69,"#1c819a"
Île-du-Prince-Édouard,66,42.05,50526,32193,0,0.00,"#1c819a"
