Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90629,1439323774,4739,#1c819a,6.2966374652546,3.2925183934327
France,619170,65273512,32230,#1c819a,948.57773241924,493.76843703461
Allemagne,300619,83783945,9534,#1c819a,358.80263217494,113.79268426666
Italie,325329,60461828,35986,#1c819a,538.07337747049,595.18544493891
Portugal,78247,10196707,1995,#1c819a,767.37519279509,195.6514000059
Espagne,789932,46754783,32086,#1c819a,1689.5212624557,686.26133929442
Suisse,54263,8654618,1783,#1c819a,626.98318978377,206.01718065431
Royaume-Uni,502978,67886004,42350,#1c819a,740.91560905544,623.83993024542
États-Unis,7417845,331002647,209794,#1c819a,2241.022864086,633.81366252337
