Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91095,1439323774,4739,#1c819a,6.3290137803282,3.2925183934327
France,606625,65273512,32198,#1c819a,929.35860414558,493.2781922321
Allemagne,299237,83783945,9529,#1c819a,357.15315147789,113.73300696213
Italie,322751,60461828,35968,#1c819a,533.80953020474,594.88773644092
Portugal,78247,10196707,1995,#1c819a,767.37519279509,195.6514000059
Espagne,789932,46754783,32086,#1c819a,1689.5212624557,686.26133929442
Suisse,54263,8654618,1783,#1c819a,626.98318978377,206.01718065431
Royaume-Uni,480017,67886004,42317,#1c819a,707.09273151503,623.35382120886
États-Unis,7382944,331002647,209394,#1c819a,2230.478839645,632.60521297281
