Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91175,1439323774,4739,#1c819a,6.3345719460061,3.2925183934327
France,1165278,65273512,35018,#1c819a,1785.2233843339,536.48101545386
Allemagne,449275,83783945,10098,#1c819a,536.23041980179,120.52428421698
Italie,542789,60461828,37479,#1c819a,897.73832177221,619.87871091162
Portugal,121133,10196707,2343,#1c819a,1187.9619567376,229.78006527009
Espagne,1098320,46754783,35031,#1c819a,2349.1072560427,749.24954736716
Suisse,120680,8654618,1913,#1c819a,1394.4000763523,221.03806314733
Royaume-Uni,894690,67886004,44998,#1c819a,1317.9299815614,662.84649778473
États-Unis,8704524,331002647,225735,#1c819a,2629.744528901,681.9733982369
