Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90441,1439323774,4739,#1c819a,6.2835757759116,3.2925183934327
France,513034,65273512,31661,#1c819a,785.97578754457,485.05127163987
Allemagne,282730,83783945,9452,#1c819a,337.45128616228,112.81397647246
Italie,306235,60461828,35801,#1c819a,506.49312157747,592.12566315395
Portugal,72055,10196707,1936,#1c819a,706.64970563536,189.86521825134
Espagne,716481,46754783,31232,#1c819a,1532.422896712,667.99582836263
Suisse,51747,8654618,1777,#1c819a,597.91200489727,205.32390915463
Royaume-Uni,423236,67886004,41936,#1c819a,623.45104301617,617.74147142318
États-Unis,7033430,331002647,203774,#1c819a,2124.8863305918,615.6264967875
