Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,90369,1439323774,4737,#1c819a,6.2785734268015,3.2911288520133
France,453763,65273512,31285,#1c819a,695.17172601346,479.2908952103
Allemagne,272337,83783945,9386,#1c819a,325.04676164389,112.02623605274
Italie,298156,60461828,35707,#1c819a,493.13097182573,590.57096321997
Portugal,68025,10196707,1899,#1c819a,667.12714212539,186.23659579509
Espagne,640040,46754783,30495,#1c819a,1368.9294633236,652.23273520487
Suisse,49171,8654618,1764,#1c819a,568.1475485111,203.82182090532
Royaume-Uni,394257,67886004,41777,#1c819a,580.76330431822,615.3993097016
États-Unis,6804814,331002647,199509,#1c819a,2055.8186049793,602.7414034547
