Pays,Cas,Population,Mortalité,Couleur,TCas,TMortalité
Chine,91266,1439323774,4739,#1c819a,6.3408943594647,3.2925183934327
France,1282769,65273512,36020,#1c819a,1965.2213596229,551.83180583266
Allemagne,499694,83783945,10349,#1c819a,596.40782013786,123.52008490409
Italie,616595,60461828,38122,#1c819a,1019.8087295674,630.51352003449
Portugal,132616,10196707,2428,#1c819a,1300.5767450217,238.11608983175
Espagne,1160083,46754783,35639,#1c819a,2481.2071098694,762.25356451767
Suisse,144558,8654618,1984,#1c819a,1670.2990241741,229.24177589352
Royaume-Uni,965340,67886004,45955,#1c819a,1422.0015071148,676.94365984482
États-Unis,8946154,331002647,228668,#1c819a,2702.7439451262,690.83435456635
